Data Solicitação;Data Aprovação;Data Programada;Data Recebimento;Número Solicitação;Cod. Cliente;Razão Social;UF Cliente;Qtd. Cartuchos;Cód. Categoria;Desc. Categoria;Transportadora;Status
01/23/2013;01/24/2013;;;C13010007506;485;TECMACH LOCAÇÃO DE BENS MOVEIS E SERVIÇOS;SP;80;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
01/23/2013;01/24/2013;;;C13010007689;132;BANCO DO NACIONAL DO DESENVOLVIMENTO ECONOMICO E SOCIAL;RJ;700;3;Órgãos Públicos e Empresas Estatais;ATLAS LOGÍSTICA LTDA;Aguardando coleta
01/24/2013;01/28/2013;;;C13010007760;144;IMPORTINVEST IMPORTAÇÃO COMÉRCIO LTDA;SP;150;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
01/29/2013;01/29/2013;;;C13010008570;485;TECMACH LOCAÇÃO DE BENS MOVEIS E SERVIÇOS;SP;20;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
01/29/2013;02/01/2013;;;C13010008731;671;Rossi Residencial S/A;SP;21;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
01/30/2013;02/01/2013;;;C13010009207;418;Douglas Barbosa laranjeira;SP;20;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
01/30/2013;02/01/2013;;;C13010009380;119;BIRD SOLUTION LTDA;SP;219;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
02/01/2013;02/05/2013;;;C13020000369;714;Industria Metalurgica Caracol Ltda;SP;50;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
02/06/2013;02/08/2013;;;C13020001926;391;Itazi Engenharia;sp;150;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
02/06/2013;02/08/2013;;;C13020002221;403;PRINTER FACILITIES LOCAÇÃO DE EQUIPAMENTOS PARA ESCRITÓRIO LTDA;SP;50;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
02/06/2013;02/08/2013;;;C13020002493;716;UNIDADE MOGIANA ;SP;100;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
02/06/2013;02/08/2013;;;C13020002574;416;Unidade Mogiana de Diagnósticos por Imagem LTDA;SP;150;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
02/07/2013;02/08/2013;;;C13020002817;467;COMAVI COMÉRCIO DE MÁQUINAS E VISUAIS LTDA;SP;60;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
02/07/2013;02/08/2013;;;C13020002906;671;Rossi Residencial S/A;SP;20;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
02/08/2013;02/13/2013;;;C13020003031;717;HEXAGON Indústria e Comércio de Implantes Ortopédicos Ltda.;SP;60;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
02/13/2013;02/14/2013;;;C13020003546;118;DISTRIFILM COMERCIAL LTDA;SP;109;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
02/14/2013;02/15/2013;;;C13020004194;403;PRINTER FACILITIES LOCAÇÃO DE EQUIPAMENTOS PARA ESCRITÓRIO LTDA;SP;50;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
02/14/2013;02/15/2013;;;C13020004275;719;BRUNEL ENERGY SERVIÇOS LTDA;RJ;20;6;Empresas / Estados RJ; MG e ES;ATLAS LOGÍSTICA LTDA;Aguardando coleta
02/15/2013;02/18/2013;;;C13020004607;118;DISTRIFILM COMERCIAL LTDA;SP;131;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
02/19/2013;02/21/2013;;;C13020005328;671;Rossi Residencial S/A;SP;21;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
02/26/2013;02/27/2013;;;C13020007290;416;Unidade Mogiana de Diagnósticos por Imagem LTDA;SP;200;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
02/27/2013;02/27/2013;;;C13020007886;260;KITANI LOCAÇÃO E COM. DE EQUIPS LTDA;SP;700;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
02/27/2013;02/27/2013;;;C13020008009;418;Douglas Barbosa laranjeira;SP;20;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
02/27/2013;02/28/2013;;;C13020008262;119;BIRD SOLUTION LTDA;SP;287;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
02/27/2013;02/28/2013;;;C13020008343;139;OKIDATA DO BRASIL INFORMÁTICA;SP;30;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
02/28/2013;02/28/2013;;;C13020008424;435;ROSSI RESIDENCIAL SA;DF;26;9;Empresas / Estados do Centro-Oeste;ATLAS LOGÍSTICA LTDA;Aguardando coleta
03/01/2013;03/04/2013;;;C13030000485;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Pr;100;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
03/04/2013;03/05/2013;;;C13030001104;728;alsco toalheiro brasil;SP;62;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
03/05/2013;03/06/2013;;;C13030001376;182;Klima Campinas Tecnologia Ltda;SP;180;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
03/05/2013;03/06/2013;;;C13030001538;416;Unidade Mogiana de Diagnósticos por Imagem LTDA;SP;129;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
03/08/2013;03/12/2013;;;C13030002348;438;Botica Comercial Farmacêutica Ltda;PR;60;7;Empresas / Estados PR; SC e RS;ATLAS LOGÍSTICA LTDA;Aguardando coleta
03/08/2013;03/12/2013;;;C13030002429;369;Equipa Máquinas e Utensílios para Escritórios Ltda;SP;65;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
03/11/2013;03/12/2013;;;C13030003310;118;DISTRIFILM COMERCIAL LTDA;SP;108;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
03/11/2013;03/12/2013;;;C13030003409;730;EQUITY ENGENHARIA E AVALIAÇÕES LTDA;SP;62;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
03/11/2013;03/12/2013;;;C13030003581;366;Printsourcing Comércio de Produtos e Serviços de Informática Ltda;SP;44;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
03/12/2013;03/14/2013;;;C13030004120;485;TECMACH LOCAÇÃO DE BENS MOVEIS E SERVIÇOS;SP;35;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
03/13/2013;03/14/2013;;;C13030004634;416;Unidade Mogiana de Diagnósticos por Imagem LTDA;undefined;25;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
03/13/2013;03/14/2013;;;C13030004715;733;Monsanto;MG;20;6;Empresas / Estados RJ; MG e ES;ATLAS LOGÍSTICA LTDA;Aguardando coleta
03/15/2013;03/18/2013;;;C13030005010;671;Rossi Residencial S/A;SP;39;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
03/15/2013;03/18/2013;;;C13030005100;671;Rossi Residencial S/A;SP;39;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
03/15/2013;03/18/2013;;;C13030005444;485;TECMACH LOCAÇÃO DE BENS MOVEIS E SERVIÇOS;SP;110;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
03/18/2013;03/19/2013;;;C13030006254;549;Alldora Tecnologia;SP;250;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
03/18/2013;03/19/2013;;;C13030006335;549;Alldora Tecnologia;SP;275;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
03/18/2013;03/19/2013;;;C13030006416;549;Alldora Tecnologia;SP;300;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
03/18/2013;03/19/2013;;;C13030006505;549;Alldora Tecnologia;SP;200;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
03/20/2013;03/22/2013;;;C13030007145;123;Dimex do Triângulo Ltda;MG;300;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
03/20/2013;03/22/2013;;;C13030007498;532;Tecnolta Equipamentos Eletronicos Ltda;DF;50;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
03/20/2013;03/22/2013;;;C13030007579;118;DISTRIFILM COMERCIAL LTDA;SP;143;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
03/22/2013;03/22/2013;01/22/2014;;C13030008117;738;MDM - MEDICINA DIAGNÓSTICA MARÍNGOLO LTDA;SP;47;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
03/22/2013;03/25/2013;;;C13030008389;677;CLINICA SABEDOTTI LTDA;PR;28;7;Empresas / Estados PR; SC e RS;ATLAS LOGÍSTICA LTDA;Aguardando coleta
03/25/2013;03/25/2013;;;C13030008540;136;BELOCOPY COMERCIO DE EQUIPAMENTOS REPROGRAFICOS LTDA;MG;80;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
03/26/2013;03/27/2013;;;C13030008974;485;TECMACH LOCAÇÃO DE BENS MOVEIS E SERVIÇOS;SP;25;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
03/26/2013;03/27/2013;;;C13030009350;136;BELOCOPY COMERCIO DE EQUIPAMENTOS REPROGRAFICOS LTDA;MG;411;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
03/28/2013;04/01/2013;;;C13030010448;485;TECMACH LOCAÇÃO DE BENS MOVEIS E SERVIÇOS;SP;19;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
04/01/2013;04/02/2013;;;C13040000500;485;TECMACH LOCAÇÃO DE BENS MOVEIS E SERVIÇOS;SP;105;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
04/01/2013;04/02/2013;;;C13040000682;364;Rossi Residencial S/A;SP;45;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
04/02/2013;04/03/2013;;;C13040000844;144;IMPORTINVEST IMPORTAÇÃO COMÉRCIO LTDA;SP;150;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
04/03/2013;04/04/2013;;;C13040001069;683;Consórcio Lapa Pouptaempo;SP;30;3;Órgãos Públicos e Empresas Estatais;ATLAS LOGÍSTICA LTDA;Aguardando coleta
04/03/2013;04/04/2013;;;C13040001220;139;OKIDATA DO BRASIL INFORMÁTICA;SP;20;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
04/03/2013;04/04/2013;;;C13040001492;743;a m correa & cia Ltda.;SP;50;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
04/03/2013;04/04/2013;10/14/2013;;C13040001573;744;LANXESS ELASTÔMEROS DO BRASIL S.A;RJ;35;6;Empresas / Estados RJ; MG e ES;ATLAS LOGÍSTICA LTDA;Aguardando coleta
04/03/2013;04/04/2013;;;C13040001654;403;PRINTER FACILITIES LOCAÇÃO DE EQUIPAMENTOS PARA ESCRITÓRIO LTDA;SP;295;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
04/03/2013;04/04/2013;;;C13040001735;700;INSTITUTO HERMES PARDINI SA;MG;30;6;Empresas / Estados RJ; MG e ES;ATLAS LOGÍSTICA LTDA;Aguardando coleta
04/08/2013;04/09/2013;;;C13040002464;363;Budai Indústria Metalúrgica Ltda;SP;134;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
04/08/2013;04/09/2013;;;C13040002707;119;BIRD SOLUTION LTDA;SP;464;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
04/11/2013;04/12/2013;;;C13040004246;748;Consórcio Poupatempo Sorocaba;SP;52;3;Órgãos Públicos e Empresas Estatais;ATLAS LOGÍSTICA LTDA;Aguardando coleta
04/15/2013;04/16/2013;;;C13040005137;750;Superintendência Regional do Trabalho e Emprego em Minas Gerais;MG;20;3;Órgãos Públicos e Empresas Estatais;ATLAS LOGÍSTICA LTDA;Aguardando coleta
04/15/2013;04/16/2013;;;C13040005307;752;eduardojose pfaffann diniz;SP;250;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
04/16/2013;04/17/2013;;;C13040005560;753;marcos simoes costa;SP;15;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
04/18/2013;04/19/2013;;;C13040006451;369;Equipa Máquinas e Utensílios para Escritórios Ltda;SP;57;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
04/18/2013;04/19/2013;;;C13040006702;300;Otto Baumgart Ind e Com SA;SP;102;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
04/18/2013;04/19/2013;;;C13040006885;566;JAMEF TRANSPORTES LTDA;SP;15;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
04/19/2013;04/22/2013;;;C13040007504;677;CLINICA SABEDOTTI LTDA;PR;30;7;Empresas / Estados PR; SC e RS;ATLAS LOGÍSTICA LTDA;Aguardando coleta
04/24/2013;04/25/2013;;;C13040008748;512;ASSOCIACAO CONGREGACAO SANTA CATARINA;SP;103;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
04/24/2013;04/25/2013;;;C13040009124;362;ASSOCIACAO CONGREGACAO SANTA CATARINA;sp;20;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
04/25/2013;04/25/2013;;;C13040009477;605;MSA SOLUTION COMÉRCIO E SERVIÇOS EM INFORMÁTICA E SUPRIMENTOS LTDA;DF;75;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
04/25/2013;04/25/2013;;;C13040009558;341;DOORS COMUNICAÇÃO S/S LTDA;SP;15;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
04/30/2013;04/30/2013;;;C13040010726;119;BIRD SOLUTION LTDA;SP;82;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
05/02/2013;05/03/2013;;;C13050000375;671;Rossi Residencial S/A;SP;20;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
05/02/2013;05/03/2013;;;C13050000456;760;SILVANA MARIA DEPOLITO;SP;33;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
05/02/2013;05/03/2013;;;C13050000707;618;ERM BRASIL LTDA;SP;29;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
05/07/2013;05/09/2013;;;C13050002408;416;Unidade Mogiana de Diagnósticos por Imagem LTDA;undefined;100;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
05/09/2013;05/10/2013;;;C13050002904;485;TECMACH LOCAÇÃO DE BENS MOVEIS E SERVIÇOS;SP;50;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
05/10/2013;05/10/2013;;;C13050003200;362;ASSOCIACAO CONGREGACAO SANTA CATARINA;sp;21;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
05/15/2013;05/16/2013;;;C13050005172;503;DIRECTA ELETRONICA LTDA;GO;60;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
05/20/2013;05/21/2013;;;C13050006225;532;Tecnolta Equipamentos Eletronicos Ltda;DF;100;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
05/22/2013;05/23/2013;;;C13050007469;768;B2W CIA GLOBAL DO VAREJO;RJ;30;6;Empresas / Estados RJ; MG e ES;ATLAS LOGÍSTICA LTDA;Aguardando coleta
05/22/2013;05/23/2013;;;C13050007540;769;B2W CIA GLOBAL DO VAREJO;PE;56;8;Empresas / Estados do Nordeste;ATLAS LOGÍSTICA LTDA;Aguardando coleta
05/22/2013;05/23/2013;;;C13050007620;770;Tribunal Regional do Trabalho da 3a. Região;MG;20;3;Órgãos Públicos e Empresas Estatais;ATLAS LOGÍSTICA LTDA;Aguardando coleta
05/23/2013;05/24/2013;;;C13050008600;123;Dimex do Triângulo Ltda;MG;200;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
05/27/2013;05/28/2013;;;C13050009160;366;Printsourcing Comércio de Produtos e Serviços de Informática Ltda;SP;41;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
05/28/2013;05/29/2013;;;C13050009836;683;Consórcio Lapa Pouptaempo;SP;37;3;Órgãos Públicos e Empresas Estatais;ATLAS LOGÍSTICA LTDA;Aguardando coleta
05/29/2013;05/31/2013;;;C13050010419;485;TECMACH LOCAÇÃO DE BENS MOVEIS E SERVIÇOS;SP;15;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
05/31/2013;06/03/2013;;;C13050011067;737;DIMEX DO TRIANGULO LTDA;GO;180;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
06/03/2013;06/03/2013;;;C13060000149;435;ROSSI RESIDENCIAL SA;DF;23;9;Empresas / Estados do Centro-Oeste;ATLAS LOGÍSTICA LTDA;Aguardando coleta
06/03/2013;06/04/2013;;;C13060000491;503;DIRECTA ELETRONICA LTDA;GO;72;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
06/05/2013;06/05/2013;;;C13060001625;779;matriz comercio de copiadoras LTDA ME;SP;50;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
06/06/2013;06/06/2013;;;C13060002001;435;ROSSI RESIDENCIAL SA;DF;27;9;Empresas / Estados do Centro-Oeste;ATLAS LOGÍSTICA LTDA;Aguardando coleta
06/06/2013;06/07/2013;;;C13060002273;780;Instituto Agires;SP;50;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
06/10/2013;06/11/2013;;;C13060002788;532;Tecnolta Equipamentos Eletronicos Ltda;DF;50;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
06/12/2013;06/13/2013;;;C13060003326;438;Botica Comercial Farmacêutica Ltda;PR;120;7;Empresas / Estados PR; SC e RS;ATLAS LOGÍSTICA LTDA;Aguardando coleta
06/13/2013;06/13/2013;;;C13060003679;653;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;MG;52;3;Órgãos Públicos e Empresas Estatais;ATLAS LOGÍSTICA LTDA;Aguardando coleta
06/17/2013;06/17/2013;;;C13060004721;677;CLINICA SABEDOTTI LTDA;PR;20;7;Empresas / Estados PR; SC e RS;ATLAS LOGÍSTICA LTDA;Aguardando coleta
06/24/2013;06/25/2013;;;C13060007828;366;Printsourcing Comércio de Produtos e Serviços de Informática Ltda;SP;24;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
06/25/2013;06/25/2013;;;C13060008042;666;Organização Medica Cruzeiro do Sul S.A.;SP;10;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
06/25/2013;06/26/2013;;;C13060008476;734;Digital World Representações, Comércio e Serviços Ltda;GO;19;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
06/26/2013;06/27/2013;;;C13060008638;789;AWG BRASIL LTDA;SP;15;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
06/27/2013;06/28/2013;;;C13060009790;263;Forprint Com. e Serv. de Informática Ltda.;SP;50;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
06/27/2013;06/28/2013;;;C13060009952;485;TECMACH LOCAÇÃO DE BENS MOVEIS E SERVIÇOS;SP;8;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
06/27/2013;06/28/2013;;;C13060010101;485;TECMACH LOCAÇÃO DE BENS MOVEIS E SERVIÇOS;SP;10;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
06/27/2013;06/28/2013;;;C13060011000;485;TECMACH LOCAÇÃO DE BENS MOVEIS E SERVIÇOS;SP;10;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
06/27/2013;06/28/2013;;;C13060011183;790;TECMACH LOCAÇÃO DE BENS MOVEIS E SERVIÇOS;SP;9;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
07/03/2013;07/05/2013;;;C13070001318;678;IDS-INSTITUTO DE DIAGNÓSTICO SOROCABA LTDA;SP;45;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
07/04/2013;07/05/2013;;;C13070001660;789;AWG BRASIL LTDA;SP;85;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
07/09/2013;07/10/2013;;;C13070003361;524;ROSSI RESIDENCIAL S/A;PR;32;7;Empresas / Estados PR; SC e RS;ATLAS LOGÍSTICA LTDA;Aguardando coleta
07/11/2013;07/12/2013;;;C13070004252;666;Organização Medica Cruzeiro do Sul S.A.;SP;16;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
07/16/2013;07/17/2013;;;C13070005658;794;Cybelar Comércio e Indústria Ltda.;SP;26;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
07/22/2013;07/23/2013;;;C13070007782;379;SOLUTION AUTOMAÇAÕ EMPRESARIAL LTDA;SP;51;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
07/25/2013;07/26/2013;;;C13070009211;362;ASSOCIACAO CONGREGACAO SANTA CATARINA;sp;12;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
07/25/2013;07/26/2013;;;C13070009300;485;TECMACH LOCAÇÃO DE BENS MOVEIS E SERVIÇOS;SP;9;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
