Número Solicitação;Código Cliente;Razão Social;Pontuação;Cód. Bônus;Desc. Bônus;Moeda do Bônus;Data Geração;Data Expiração
C08090000248;117;DISTRIFILM COMERCIAL LTDA;3078;00001;Pontuação VAR-Sudeste;P;02/10/2008;11/08/2018
C08090000248;117;DISTRIFILM COMERCIAL LTDA;2028;00001;Pontuação VAR-Sudeste;P;02/10/2008;11/08/2018
C08090000248;117;DISTRIFILM COMERCIAL LTDA;648;00001;Pontuação VAR-Sudeste;P;02/10/2008;11/08/2018
C08090000248;117;DISTRIFILM COMERCIAL LTDA;648;00001;Pontuação VAR-Sudeste;P;02/10/2008;11/08/2018
C08090000248;117;DISTRIFILM COMERCIAL LTDA;378;00001;Pontuação VAR-Sudeste;P;02/10/2008;11/08/2018
C08090000248;117;DISTRIFILM COMERCIAL LTDA;286;00001;Pontuação VAR-Sudeste;P;02/10/2008;11/08/2018
C08090000248;117;DISTRIFILM COMERCIAL LTDA;40;00001;Pontuação VAR-Sudeste;P;02/10/2008;11/08/2018
C08090000248;117;DISTRIFILM COMERCIAL LTDA;98;00001;Pontuação VAR-Sudeste;P;02/10/2008;11/08/2018
C08090000248;117;DISTRIFILM COMERCIAL LTDA;1020;00001;Pontuação VAR-Sudeste;P;02/10/2008;11/08/2018
C08090000248;117;DISTRIFILM COMERCIAL LTDA;1190;00001;Pontuação VAR-Sudeste;P;02/10/2008;11/08/2018
C08090000248;117;DISTRIFILM COMERCIAL LTDA;1088;00001;Pontuação VAR-Sudeste;P;02/10/2008;11/08/2018
C08090000248;117;DISTRIFILM COMERCIAL LTDA;1029;00001;Pontuação VAR-Sudeste;P;02/10/2008;11/08/2018
C08090000248;117;DISTRIFILM COMERCIAL LTDA;330;00001;Pontuação VAR-Sudeste;P;02/10/2008;11/08/2018
C08090000248;117;DISTRIFILM COMERCIAL LTDA;300;00001;Pontuação VAR-Sudeste;P;02/10/2008;11/08/2018
C08090000248;117;DISTRIFILM COMERCIAL LTDA;240;00001;Pontuação VAR-Sudeste;P;02/10/2008;11/08/2018
C08090000248;117;DISTRIFILM COMERCIAL LTDA;270;00001;Pontuação VAR-Sudeste;P;02/10/2008;11/08/2018
C08090000248;117;DISTRIFILM COMERCIAL LTDA;28;00001;Pontuação VAR-Sudeste;P;02/10/2008;11/08/2018
C08090000248;117;DISTRIFILM COMERCIAL LTDA;8;00001;Pontuação VAR-Sudeste;P;02/10/2008;11/08/2018
C08090000248;117;DISTRIFILM COMERCIAL LTDA;48;00001;Pontuação VAR-Sudeste;P;02/10/2008;11/08/2018
C08090000248;117;DISTRIFILM COMERCIAL LTDA;120;00001;Pontuação VAR-Sudeste;P;02/10/2008;11/08/2018
C08090000248;117;DISTRIFILM COMERCIAL LTDA;96;00001;Pontuação VAR-Sudeste;P;02/10/2008;11/08/2018
C08090000248;117;DISTRIFILM COMERCIAL LTDA;48;00001;Pontuação VAR-Sudeste;P;02/10/2008;11/08/2018
C08090000248;117;DISTRIFILM COMERCIAL LTDA;52;00001;Pontuação VAR-Sudeste;P;02/10/2008;11/08/2018
C08090000248;117;DISTRIFILM COMERCIAL LTDA;52;00001;Pontuação VAR-Sudeste;P;02/10/2008;11/08/2018
C08090000248;117;DISTRIFILM COMERCIAL LTDA;78;00001;Pontuação VAR-Sudeste;P;02/10/2008;11/08/2018
C08090000248;117;DISTRIFILM COMERCIAL LTDA;78;00001;Pontuação VAR-Sudeste;P;02/10/2008;11/08/2018
C08090000248;117;DISTRIFILM COMERCIAL LTDA;104;00001;Pontuação VAR-Sudeste;P;02/10/2008;11/08/2018
C08090000248;117;DISTRIFILM COMERCIAL LTDA;108;00001;Pontuação VAR-Sudeste;P;02/10/2008;11/08/2018
C08090000248;117;DISTRIFILM COMERCIAL LTDA;6157;00001;Pontuação VAR-Sudeste;P;02/10/2008;11/08/2018
C08090000248;117;DISTRIFILM COMERCIAL LTDA;5796;00001;Pontuação VAR-Sudeste;P;02/10/2008;11/08/2018
C08090000400;117;DISTRIFILM COMERCIAL LTDA;36;00001;Pontuação VAR-Sudeste;P;02/10/2008;11/08/2018
C08090000400;117;DISTRIFILM COMERCIAL LTDA;36;00001;Pontuação VAR-Sudeste;P;02/10/2008;11/08/2018
C08090000400;117;DISTRIFILM COMERCIAL LTDA;36;00001;Pontuação VAR-Sudeste;P;02/10/2008;11/08/2018
C08090000400;117;DISTRIFILM COMERCIAL LTDA;64;00001;Pontuação VAR-Sudeste;P;02/10/2008;11/08/2018
C08090000400;117;DISTRIFILM COMERCIAL LTDA;32;00001;Pontuação VAR-Sudeste;P;02/10/2008;11/08/2018
C08090000400;117;DISTRIFILM COMERCIAL LTDA;32;00001;Pontuação VAR-Sudeste;P;02/10/2008;11/08/2018
C08090000400;117;DISTRIFILM COMERCIAL LTDA;32;00001;Pontuação VAR-Sudeste;P;02/10/2008;11/08/2018
C08090000400;117;DISTRIFILM COMERCIAL LTDA;104;00001;Pontuação VAR-Sudeste;P;02/10/2008;11/08/2018
C08090000400;117;DISTRIFILM COMERCIAL LTDA;156;00001;Pontuação VAR-Sudeste;P;02/10/2008;11/08/2018
C08090000400;117;DISTRIFILM COMERCIAL LTDA;156;00001;Pontuação VAR-Sudeste;P;02/10/2008;11/08/2018
C08090000400;117;DISTRIFILM COMERCIAL LTDA;168;00001;Pontuação VAR-Sudeste;P;02/10/2008;11/08/2018
C08090000400;117;DISTRIFILM COMERCIAL LTDA;376;00001;Pontuação VAR-Sudeste;P;02/10/2008;11/08/2018
C08090000400;117;DISTRIFILM COMERCIAL LTDA;546;00001;Pontuação VAR-Sudeste;P;02/10/2008;11/08/2018
C08090000400;117;DISTRIFILM COMERCIAL LTDA;272;00001;Pontuação VAR-Sudeste;P;02/10/2008;11/08/2018
C08090000400;117;DISTRIFILM COMERCIAL LTDA;238;00001;Pontuação VAR-Sudeste;P;02/10/2008;11/08/2018
C08090000400;117;DISTRIFILM COMERCIAL LTDA;170;00001;Pontuação VAR-Sudeste;P;02/10/2008;11/08/2018
C08090000400;117;DISTRIFILM COMERCIAL LTDA;231;00001;Pontuação VAR-Sudeste;P;02/10/2008;11/08/2018
C08090000400;117;DISTRIFILM COMERCIAL LTDA;348;00001;Pontuação VAR-Sudeste;P;02/10/2008;11/08/2018
C08090000400;117;DISTRIFILM COMERCIAL LTDA;377;00001;Pontuação VAR-Sudeste;P;02/10/2008;11/08/2018
C08090000400;117;DISTRIFILM COMERCIAL LTDA;435;00001;Pontuação VAR-Sudeste;P;02/10/2008;11/08/2018
C08090000400;117;DISTRIFILM COMERCIAL LTDA;204;00001;Pontuação VAR-Sudeste;P;02/10/2008;11/08/2018
C08090000400;117;DISTRIFILM COMERCIAL LTDA;30;00001;Pontuação VAR-Sudeste;P;02/10/2008;11/08/2018
C08090000400;117;DISTRIFILM COMERCIAL LTDA;30;00001;Pontuação VAR-Sudeste;P;02/10/2008;11/08/2018
C08090000400;117;DISTRIFILM COMERCIAL LTDA;60;00001;Pontuação VAR-Sudeste;P;02/10/2008;11/08/2018
C08090000400;117;DISTRIFILM COMERCIAL LTDA;15;00001;Pontuação VAR-Sudeste;P;02/10/2008;11/08/2018
C08090000400;117;DISTRIFILM COMERCIAL LTDA;432;00001;Pontuação VAR-Sudeste;P;02/10/2008;11/08/2018
C08090000400;117;DISTRIFILM COMERCIAL LTDA;432;00001;Pontuação VAR-Sudeste;P;02/10/2008;11/08/2018
C08090000400;117;DISTRIFILM COMERCIAL LTDA;432;00001;Pontuação VAR-Sudeste;P;02/10/2008;11/08/2018
C08090000400;117;DISTRIFILM COMERCIAL LTDA;182;00001;Pontuação VAR-Sudeste;P;02/10/2008;11/08/2018
C08090000400;117;DISTRIFILM COMERCIAL LTDA;120;00001;Pontuação VAR-Sudeste;P;02/10/2008;11/08/2018
C08090000400;117;DISTRIFILM COMERCIAL LTDA;72;00001;Pontuação VAR-Sudeste;P;02/10/2008;11/08/2018
C08090000400;117;DISTRIFILM COMERCIAL LTDA;96;00001;Pontuação VAR-Sudeste;P;02/10/2008;11/08/2018
C08090000400;117;DISTRIFILM COMERCIAL LTDA;168;00001;Pontuação VAR-Sudeste;P;02/10/2008;11/08/2018
C08090000400;117;DISTRIFILM COMERCIAL LTDA;54;00001;Pontuação VAR-Sudeste;P;02/10/2008;11/08/2018
C08090000400;117;DISTRIFILM COMERCIAL LTDA;42;00001;Pontuação VAR-Sudeste;P;02/10/2008;11/08/2018
C08090000400;117;DISTRIFILM COMERCIAL LTDA;104;00001;Pontuação VAR-Sudeste;P;02/10/2008;11/08/2018
C08090000400;117;DISTRIFILM COMERCIAL LTDA;8;00001;Pontuação VAR-Sudeste;P;02/10/2008;11/08/2018
C08090000400;117;DISTRIFILM COMERCIAL LTDA;14;00001;Pontuação VAR-Sudeste;P;02/10/2008;11/08/2018
C08090000400;117;DISTRIFILM COMERCIAL LTDA;12;00001;Pontuação VAR-Sudeste;P;02/10/2008;11/08/2018
C08090000400;117;DISTRIFILM COMERCIAL LTDA;0;00001;Pontuação VAR-Sudeste;P;02/10/2008;11/08/2018
C08090000590;119;CSV PALOTINAS- COLÉGIO SÃO JOSÉ;93;00009;Pontuação Governo e Corporativo - Sudeste;P;22/10/2008;17/04/2021
C08090000590;119;CSV PALOTINAS- COLÉGIO SÃO JOSÉ;155;00009;Pontuação Governo e Corporativo - Sudeste;P;22/10/2008;17/04/2021
C08090000590;119;CSV PALOTINAS- COLÉGIO SÃO JOSÉ;124;00009;Pontuação Governo e Corporativo - Sudeste;P;22/10/2008;17/04/2021
C08090000590;119;CSV PALOTINAS- COLÉGIO SÃO JOSÉ;1519;00009;Pontuação Governo e Corporativo - Sudeste;P;22/10/2008;17/04/2021
C08090000590;119;CSV PALOTINAS- COLÉGIO SÃO JOSÉ;30;00009;Pontuação Governo e Corporativo - Sudeste;P;22/10/2008;17/04/2021
C08090000590;119;CSV PALOTINAS- COLÉGIO SÃO JOSÉ;30;00009;Pontuação Governo e Corporativo - Sudeste;P;22/10/2008;17/04/2021
C08090000671;120;Multh Comércio Materiais Equipamentos Ltda;1176;00001;Pontuação VAR-Sudeste;P;22/10/2008;31/08/2018
C08090000671;120;Multh Comércio Materiais Equipamentos Ltda;52;00001;Pontuação VAR-Sudeste;P;22/10/2008;31/08/2018
C08090000671;120;Multh Comércio Materiais Equipamentos Ltda;252;00001;Pontuação VAR-Sudeste;P;22/10/2008;31/08/2018
C08090000671;120;Multh Comércio Materiais Equipamentos Ltda;26;00001;Pontuação VAR-Sudeste;P;22/10/2008;31/08/2018
C08090000671;120;Multh Comércio Materiais Equipamentos Ltda;13;00001;Pontuação VAR-Sudeste;P;22/10/2008;31/08/2018
C08090000671;120;Multh Comércio Materiais Equipamentos Ltda;10;00001;Pontuação VAR-Sudeste;P;22/10/2008;31/08/2018
C08090000671;120;Multh Comércio Materiais Equipamentos Ltda;54;00001;Pontuação VAR-Sudeste;P;22/10/2008;31/08/2018
C08090000671;120;Multh Comércio Materiais Equipamentos Ltda;52;00001;Pontuação VAR-Sudeste;P;22/10/2008;31/08/2018
C08090000671;120;Multh Comércio Materiais Equipamentos Ltda;228;00001;Pontuação VAR-Sudeste;P;22/10/2008;31/08/2018
C08090000671;120;Multh Comércio Materiais Equipamentos Ltda;28;00001;Pontuação VAR-Sudeste;P;22/10/2008;31/08/2018
C08090000671;120;Multh Comércio Materiais Equipamentos Ltda;120;00001;Pontuação VAR-Sudeste;P;22/10/2008;31/08/2018
C08090000671;120;Multh Comércio Materiais Equipamentos Ltda;120;00001;Pontuação VAR-Sudeste;P;22/10/2008;31/08/2018
C08090000671;120;Multh Comércio Materiais Equipamentos Ltda;210;00001;Pontuação VAR-Sudeste;P;22/10/2008;31/08/2018
C08090000671;120;Multh Comércio Materiais Equipamentos Ltda;45;00001;Pontuação VAR-Sudeste;P;22/10/2008;31/08/2018
C08090000671;120;Multh Comércio Materiais Equipamentos Ltda;21;00001;Pontuação VAR-Sudeste;P;22/10/2008;31/08/2018
C08090000671;120;Multh Comércio Materiais Equipamentos Ltda;34;00001;Pontuação VAR-Sudeste;P;22/10/2008;31/08/2018
C08090000671;120;Multh Comércio Materiais Equipamentos Ltda;34;00001;Pontuação VAR-Sudeste;P;22/10/2008;31/08/2018
C08090000671;120;Multh Comércio Materiais Equipamentos Ltda;14;00001;Pontuação VAR-Sudeste;P;22/10/2008;31/08/2018
C08090000671;120;Multh Comércio Materiais Equipamentos Ltda;0;00001;Pontuação VAR-Sudeste;P;22/10/2008;31/08/2018
C08090001139;117;DISTRIFILM COMERCIAL LTDA;72;00001;Pontuação VAR-Sudeste;P;22/10/2008;31/08/2018
C08090001139;117;DISTRIFILM COMERCIAL LTDA;72;00001;Pontuação VAR-Sudeste;P;22/10/2008;31/08/2018
C08090001139;117;DISTRIFILM COMERCIAL LTDA;36;00001;Pontuação VAR-Sudeste;P;22/10/2008;31/08/2018
C08090001139;117;DISTRIFILM COMERCIAL LTDA;84;00001;Pontuação VAR-Sudeste;P;22/10/2008;31/08/2018
C08090001139;117;DISTRIFILM COMERCIAL LTDA;42;00001;Pontuação VAR-Sudeste;P;22/10/2008;31/08/2018
C08090001139;117;DISTRIFILM COMERCIAL LTDA;42;00001;Pontuação VAR-Sudeste;P;22/10/2008;31/08/2018
C08090001139;117;DISTRIFILM COMERCIAL LTDA;33;00001;Pontuação VAR-Sudeste;P;22/10/2008;31/08/2018
C08090001139;117;DISTRIFILM COMERCIAL LTDA;144;00001;Pontuação VAR-Sudeste;P;22/10/2008;31/08/2018
C08090001139;117;DISTRIFILM COMERCIAL LTDA;52;00001;Pontuação VAR-Sudeste;P;22/10/2008;31/08/2018
C08090001139;117;DISTRIFILM COMERCIAL LTDA;42;00001;Pontuação VAR-Sudeste;P;22/10/2008;31/08/2018
C08090001139;117;DISTRIFILM COMERCIAL LTDA;52;00001;Pontuação VAR-Sudeste;P;22/10/2008;31/08/2018
C08090001139;117;DISTRIFILM COMERCIAL LTDA;52;00001;Pontuação VAR-Sudeste;P;22/10/2008;31/08/2018
C08090001139;117;DISTRIFILM COMERCIAL LTDA;24;00001;Pontuação VAR-Sudeste;P;22/10/2008;31/08/2018
C08090001139;117;DISTRIFILM COMERCIAL LTDA;47;00001;Pontuação VAR-Sudeste;P;22/10/2008;31/08/2018
C08090001139;117;DISTRIFILM COMERCIAL LTDA;18;00001;Pontuação VAR-Sudeste;P;22/10/2008;31/08/2018
C08090001139;117;DISTRIFILM COMERCIAL LTDA;41;00001;Pontuação VAR-Sudeste;P;22/10/2008;31/08/2018
C08090001139;117;DISTRIFILM COMERCIAL LTDA;10;00001;Pontuação VAR-Sudeste;P;22/10/2008;31/08/2018
C08090001139;117;DISTRIFILM COMERCIAL LTDA;11;00001;Pontuação VAR-Sudeste;P;22/10/2008;31/08/2018
C08090001139;117;DISTRIFILM COMERCIAL LTDA;30;00001;Pontuação VAR-Sudeste;P;22/10/2008;31/08/2018
C08090001139;117;DISTRIFILM COMERCIAL LTDA;48;00001;Pontuação VAR-Sudeste;P;22/10/2008;31/08/2018
C08090001139;117;DISTRIFILM COMERCIAL LTDA;8;00001;Pontuação VAR-Sudeste;P;22/10/2008;31/08/2018
C08090001139;117;DISTRIFILM COMERCIAL LTDA;20;00001;Pontuação VAR-Sudeste;P;22/10/2008;31/08/2018
C08090001139;117;DISTRIFILM COMERCIAL LTDA;26;00001;Pontuação VAR-Sudeste;P;22/10/2008;31/08/2018
C08090001139;117;DISTRIFILM COMERCIAL LTDA;34;00001;Pontuação VAR-Sudeste;P;22/10/2008;31/08/2018
C08090001139;117;DISTRIFILM COMERCIAL LTDA;240;00001;Pontuação VAR-Sudeste;P;22/10/2008;31/08/2018
C08090001139;117;DISTRIFILM COMERCIAL LTDA;210;00001;Pontuação VAR-Sudeste;P;22/10/2008;31/08/2018
C08090001139;117;DISTRIFILM COMERCIAL LTDA;210;00001;Pontuação VAR-Sudeste;P;22/10/2008;31/08/2018
C08090001139;117;DISTRIFILM COMERCIAL LTDA;135;00001;Pontuação VAR-Sudeste;P;22/10/2008;31/08/2018
C08090001139;117;DISTRIFILM COMERCIAL LTDA;216;00001;Pontuação VAR-Sudeste;P;22/10/2008;31/08/2018
C08090001139;117;DISTRIFILM COMERCIAL LTDA;162;00001;Pontuação VAR-Sudeste;P;22/10/2008;31/08/2018
C08090001139;117;DISTRIFILM COMERCIAL LTDA;54;00001;Pontuação VAR-Sudeste;P;22/10/2008;31/08/2018
C08090001139;117;DISTRIFILM COMERCIAL LTDA;52;00001;Pontuação VAR-Sudeste;P;22/10/2008;31/08/2018
C08090001139;117;DISTRIFILM COMERCIAL LTDA;68;00001;Pontuação VAR-Sudeste;P;22/10/2008;31/08/2018
C08090001139;117;DISTRIFILM COMERCIAL LTDA;68;00001;Pontuação VAR-Sudeste;P;22/10/2008;31/08/2018
C08090001139;117;DISTRIFILM COMERCIAL LTDA;34;00001;Pontuação VAR-Sudeste;P;22/10/2008;31/08/2018
C08090001139;117;DISTRIFILM COMERCIAL LTDA;63;00001;Pontuação VAR-Sudeste;P;22/10/2008;31/08/2018
C08090001139;117;DISTRIFILM COMERCIAL LTDA;102;00001;Pontuação VAR-Sudeste;P;22/10/2008;31/08/2018
C08090001139;117;DISTRIFILM COMERCIAL LTDA;102;00001;Pontuação VAR-Sudeste;P;22/10/2008;31/08/2018
C08090001139;117;DISTRIFILM COMERCIAL LTDA;102;00001;Pontuação VAR-Sudeste;P;22/10/2008;31/08/2018
C08090001139;117;DISTRIFILM COMERCIAL LTDA;42;00001;Pontuação VAR-Sudeste;P;22/10/2008;31/08/2018
C08090001139;117;DISTRIFILM COMERCIAL LTDA;41;00001;Pontuação VAR-Sudeste;P;22/10/2008;31/08/2018
C08090001139;117;DISTRIFILM COMERCIAL LTDA;41;00001;Pontuação VAR-Sudeste;P;22/10/2008;31/08/2018
C08090001139;117;DISTRIFILM COMERCIAL LTDA;82;00001;Pontuação VAR-Sudeste;P;22/10/2008;31/08/2018
C08090001139;117;DISTRIFILM COMERCIAL LTDA;23;00001;Pontuação VAR-Sudeste;P;22/10/2008;31/08/2018
C08090001139;117;DISTRIFILM COMERCIAL LTDA;32;00001;Pontuação VAR-Sudeste;P;22/10/2008;31/08/2018
C08090001139;117;DISTRIFILM COMERCIAL LTDA;32;00001;Pontuação VAR-Sudeste;P;22/10/2008;31/08/2018
C08090001139;117;DISTRIFILM COMERCIAL LTDA;32;00001;Pontuação VAR-Sudeste;P;22/10/2008;31/08/2018
C08090001139;117;DISTRIFILM COMERCIAL LTDA;64;00001;Pontuação VAR-Sudeste;P;22/10/2008;31/08/2018
C08090001139;117;DISTRIFILM COMERCIAL LTDA;174;00001;Pontuação VAR-Sudeste;P;22/10/2008;31/08/2018
C08090001139;117;DISTRIFILM COMERCIAL LTDA;87;00001;Pontuação VAR-Sudeste;P;22/10/2008;31/08/2018
C08090001139;117;DISTRIFILM COMERCIAL LTDA;116;00001;Pontuação VAR-Sudeste;P;22/10/2008;31/08/2018
C08090001139;117;DISTRIFILM COMERCIAL LTDA;85;00001;Pontuação VAR-Sudeste;P;22/10/2008;31/08/2018
C08090001139;117;DISTRIFILM COMERCIAL LTDA;52;00001;Pontuação VAR-Sudeste;P;22/10/2008;31/08/2018
C08090001139;117;DISTRIFILM COMERCIAL LTDA;52;00001;Pontuação VAR-Sudeste;P;22/10/2008;31/08/2018
C08090001139;117;DISTRIFILM COMERCIAL LTDA;26;00001;Pontuação VAR-Sudeste;P;22/10/2008;31/08/2018
C08090001139;117;DISTRIFILM COMERCIAL LTDA;52;00001;Pontuação VAR-Sudeste;P;22/10/2008;31/08/2018
C08090000914;123;ALLDORA TECNOLOGIA LTDA;145;00001;Pontuação VAR-Sudeste;P;23/10/2008;01/09/2018
C08090000914;123;ALLDORA TECNOLOGIA LTDA;174;00001;Pontuação VAR-Sudeste;P;23/10/2008;01/09/2018
C08090000914;123;ALLDORA TECNOLOGIA LTDA;174;00001;Pontuação VAR-Sudeste;P;23/10/2008;01/09/2018
C08090000914;123;ALLDORA TECNOLOGIA LTDA;136;00001;Pontuação VAR-Sudeste;P;23/10/2008;01/09/2018
C08090000914;123;ALLDORA TECNOLOGIA LTDA;108;00001;Pontuação VAR-Sudeste;P;23/10/2008;01/09/2018
C08090000914;123;ALLDORA TECNOLOGIA LTDA;36;00001;Pontuação VAR-Sudeste;P;23/10/2008;01/09/2018
C08090000914;123;ALLDORA TECNOLOGIA LTDA;108;00001;Pontuação VAR-Sudeste;P;23/10/2008;01/09/2018
C08090000914;123;ALLDORA TECNOLOGIA LTDA;72;00001;Pontuação VAR-Sudeste;P;23/10/2008;01/09/2018
C08090000914;123;ALLDORA TECNOLOGIA LTDA;96;00001;Pontuação VAR-Sudeste;P;23/10/2008;01/09/2018
C08090000914;123;ALLDORA TECNOLOGIA LTDA;34;00001;Pontuação VAR-Sudeste;P;23/10/2008;01/09/2018
C08090000914;123;ALLDORA TECNOLOGIA LTDA;156;00001;Pontuação VAR-Sudeste;P;23/10/2008;01/09/2018
C08090000914;123;ALLDORA TECNOLOGIA LTDA;104;00001;Pontuação VAR-Sudeste;P;23/10/2008;01/09/2018
C08090000914;123;ALLDORA TECNOLOGIA LTDA;104;00001;Pontuação VAR-Sudeste;P;23/10/2008;01/09/2018
C08090000914;123;ALLDORA TECNOLOGIA LTDA;84;00001;Pontuação VAR-Sudeste;P;23/10/2008;01/09/2018
C08090000914;123;ALLDORA TECNOLOGIA LTDA;216;00001;Pontuação VAR-Sudeste;P;23/10/2008;01/09/2018
C08090000914;123;ALLDORA TECNOLOGIA LTDA;324;00001;Pontuação VAR-Sudeste;P;23/10/2008;01/09/2018
C08090000914;123;ALLDORA TECNOLOGIA LTDA;378;00001;Pontuação VAR-Sudeste;P;23/10/2008;01/09/2018
C08090000914;123;ALLDORA TECNOLOGIA LTDA;104;00001;Pontuação VAR-Sudeste;P;23/10/2008;01/09/2018
C08090000914;123;ALLDORA TECNOLOGIA LTDA;18;00001;Pontuação VAR-Sudeste;P;23/10/2008;01/09/2018
C08090001309;126;Buriti Imóveis e Administração Ltda.;69;00009;Pontuação Governo e Corporativo - Sudeste;P;28/10/2008;23/04/2021
C08090001309;126;Buriti Imóveis e Administração Ltda.;69;00009;Pontuação Governo e Corporativo - Sudeste;P;28/10/2008;23/04/2021
C08090001309;126;Buriti Imóveis e Administração Ltda.;69;00009;Pontuação Governo e Corporativo - Sudeste;P;28/10/2008;23/04/2021
C08090001309;126;Buriti Imóveis e Administração Ltda.;69;00009;Pontuação Governo e Corporativo - Sudeste;P;28/10/2008;23/04/2021
C08090001309;126;Buriti Imóveis e Administração Ltda.;89;00009;Pontuação Governo e Corporativo - Sudeste;P;28/10/2008;23/04/2021
C08090001309;126;Buriti Imóveis e Administração Ltda.;57;00009;Pontuação Governo e Corporativo - Sudeste;P;28/10/2008;23/04/2021
