Data Solicitação;Data Aprovação;Data Programada;Data Recebimento;Número Solicitação;Cod. Cliente;Razão Social;UF Cliente;Qtd. Cartuchos;Cód. Categoria;Desc. Categoria;Transportadora;Status
19/08/2009;19/08/2009;25/08/2009;22/09/2009;C09080003919;171;PRINTER FACILITIES LOCAÇÃO DE EQUIPAMENTOS PARA ESCRITÓRIO LTDA;SP;111;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
20/08/2009;20/08/2009;26/08/2009;24/09/2009;C09080004052;217;MONTE TABOR - CENTRO ÍTALO BRASILEIRO DE PROMOÇÃO SANITÁRIA ;BA;85;8;Empresas / Estados do Nordeste;ATLAS LOGÍSTICA LTDA;Encerrada
20/08/2009;20/08/2009;24/08/2009;24/09/2009;C09080004133;119;BIRD SOLUTION LTDA;SP;79;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
20/08/2009;20/08/2009;27/08/2009;24/09/2009;C09080004214;280;Hotal Camping Estância Atibainha Ltda.;SP;9;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Encerrada
20/08/2009;20/08/2009;25/08/2009;;C09080004303;186;Furnas Centrais Elétricas S/A;RJ;800;3;Órgãos Públicos e Empresas Estatais;ATLAS LOGÍSTICA LTDA;Em trânsito
20/08/2009;20/08/2009;28/08/2009;22/09/2009;C09080004486;134;CD STUDIO;SP;25;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Encerrada
21/08/2009;25/08/2009;02/09/2009;24/09/2009;C09080004567;140;Tribunal de Contas do Estado de São Paulo;SP;150;3;Órgãos Públicos e Empresas Estatais;ATLAS LOGÍSTICA LTDA;Encerrada
24/08/2009;25/08/2009;04/09/2009;22/09/2009;C09080004648;136;BELOCOPY COMERCIO DE EQUIPAMENTOS REPROGRAFICOS LTDA;MG;74;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
24/08/2009;25/08/2009;31/08/2009;;C09080004990;148;must eventos e desenvolvimento ltda.;sp;19;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Em trânsito
25/08/2009;25/08/2009;01/09/2009;22/09/2009;C09080005024;163;cprinter informatica e comercio ltda epp;SP;36;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
25/08/2009;25/08/2009;01/09/2009;22/09/2009;C09080005105;235;CLINICA ZANELLO DIAG. POR IMAGEM;SP;17;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Encerrada
25/08/2009;26/08/2009;03/09/2009;;C09080005296;119;BIRD SOLUTION LTDA;SP;37;4;Revendedor;ATLAS LOGÍSTICA LTDA;Em trânsito
26/08/2009;26/08/2009;04/09/2009;;C09080005377;231;PRODUS PRODUTOS E SOLUÇÕES PARA INFORMATICA LTDA;BA;28;4;Revendedor;ATLAS LOGÍSTICA LTDA;Em trânsito
26/08/2009;26/08/2009;04/09/2009;;C09080005458;231;PRODUS PRODUTOS E SOLUÇÕES PARA INFORMATICA LTDA;BA;15;4;Revendedor;ATLAS LOGÍSTICA LTDA;Em trânsito
27/08/2009;27/08/2009;09/09/2009;;C09080005539;126;DEPARTAMENTO ESTADUAL DE TRANSITO;BA;134;3;Órgãos Públicos e Empresas Estatais;ATLAS LOGÍSTICA LTDA;Em trânsito
31/08/2009;31/08/2009;04/09/2009;;C09080005709;130;COMPANHIA DO METROPOLITANO DE SÃO PAULO;SP;105;3;Órgãos Públicos e Empresas Estatais;ATLAS LOGÍSTICA LTDA;Em trânsito
