Código Cliente;Razão Social;Pontuação;Cód. Bônus;Moeda do Bônus;Data Geração;Data Expiração
117;DISTRIFILM COMERCIAL LTDA;1538;00001;Pontuacao;12/28/2009;11/06/2019
117;DISTRIFILM COMERCIAL LTDA;936;00001;Pontuacao;12/28/2009;11/06/2019
117;DISTRIFILM COMERCIAL LTDA;1720;00001;Pontuacao;04/16/2010;02/23/2020
117;DISTRIFILM COMERCIAL LTDA;3602;00001;Pontuacao;02/12/2010;12/22/2019
117;DISTRIFILM COMERCIAL LTDA;2959;00001;Pontuacao;02/12/2010;12/22/2019
117;DISTRIFILM COMERCIAL LTDA;2287;00001;Pontuacao;04/22/2010;02/29/2020
117;DISTRIFILM COMERCIAL LTDA;4519;00001;Pontuacao;02/12/2010;12/22/2019
117;DISTRIFILM COMERCIAL LTDA;3046;00001;Pontuacao;02/12/2010;12/22/2019
117;DISTRIFILM COMERCIAL LTDA;3553;00001;Pontuacao;04/16/2010;02/23/2020
117;DISTRIFILM COMERCIAL LTDA;3334;00001;Pontuacao;04/16/2010;02/23/2020
117;DISTRIFILM COMERCIAL LTDA;778;00001;Pontuacao;06/11/2010;04/19/2020
117;DISTRIFILM COMERCIAL LTDA;2803;00001;Pontuacao;11/23/2010;10/01/2020
117;DISTRIFILM COMERCIAL LTDA;2262;00001;Pontuacao;06/11/2010;04/19/2020
117;DISTRIFILM COMERCIAL LTDA;2589;00001;Pontuacao;06/24/2010;05/02/2020
117;DISTRIFILM COMERCIAL LTDA;1322;00001;Pontuacao;06/24/2010;05/02/2020
117;DISTRIFILM COMERCIAL LTDA;2803;00001;Pontuacao;10/22/2010;08/30/2020
117;DISTRIFILM COMERCIAL LTDA;1982;00001;Pontuacao;10/22/2010;08/30/2020
117;DISTRIFILM COMERCIAL LTDA;3708;00001;Pontuacao;06/11/2010;04/19/2020
117;DISTRIFILM COMERCIAL LTDA;2803;00001;Pontuacao;11/09/2010;09/17/2020
117;DISTRIFILM COMERCIAL LTDA;9142;00001;Pontuacao;07/20/2011;05/28/2021
117;DISTRIFILM COMERCIAL LTDA;1933;00001;Pontuacao;01/17/2012;11/25/2021
117;DISTRIFILM COMERCIAL LTDA;3981;00001;Pontuacao;04/27/2011;03/05/2021
117;DISTRIFILM COMERCIAL LTDA;1982;00001;Pontuacao;11/09/2010;09/17/2020
117;DISTRIFILM COMERCIAL LTDA;1768;00001;Pontuacao;09/28/2010;08/06/2020
117;DISTRIFILM COMERCIAL LTDA;1940;00001;Pontuacao;10/28/2011;09/05/2021
117;DISTRIFILM COMERCIAL LTDA;1109;00001;Pontuacao;03/27/2012;02/03/2022
117;DISTRIFILM COMERCIAL LTDA;2426;00001;Pontuacao;04/23/2012;03/02/2022
117;DISTRIFILM COMERCIAL LTDA;401;00001;Pontuacao;10/18/2011;08/26/2021
117;DISTRIFILM COMERCIAL LTDA;2803;00001;Pontuacao;11/09/2010;09/17/2020
117;DISTRIFILM COMERCIAL LTDA;2069;00001;Pontuacao;03/27/2012;02/03/2022
117;DISTRIFILM COMERCIAL LTDA;1982;00001;Pontuacao;11/09/2010;09/17/2020
117;DISTRIFILM COMERCIAL LTDA;2257;00001;Pontuacao;04/23/2012;03/02/2022
117;DISTRIFILM COMERCIAL LTDA;1948;00001;Pontuacao;09/28/2010;08/06/2020
117;DISTRIFILM COMERCIAL LTDA;6391;00001;Pontuacao;02/28/2011;01/06/2021
117;DISTRIFILM COMERCIAL LTDA;2769;00001;Pontuacao;02/17/2011;12/26/2020
117;DISTRIFILM COMERCIAL LTDA;1691;00001;Pontuacao;10/19/2010;08/27/2020
117;DISTRIFILM COMERCIAL LTDA;2803;00001;Pontuacao;10/19/2010;08/27/2020
117;DISTRIFILM COMERCIAL LTDA;1982;00001;Pontuacao;10/19/2010;08/27/2020
117;DISTRIFILM COMERCIAL LTDA;2172;00001;Pontuacao;02/17/2011;12/26/2020
117;DISTRIFILM COMERCIAL LTDA;2597;00001;Pontuacao;10/22/2010;08/30/2020
117;DISTRIFILM COMERCIAL LTDA;2797;00001;Pontuacao;02/14/2011;12/23/2020
117;DISTRIFILM COMERCIAL LTDA;5862;00001;Pontuacao;11/09/2010;09/17/2020
117;DISTRIFILM COMERCIAL LTDA;1249;00001;Pontuacao;11/09/2010;09/17/2020
117;DISTRIFILM COMERCIAL LTDA;610;00001;Pontuacao;05/14/2012;03/23/2022
117;DISTRIFILM COMERCIAL LTDA;1438;00001;Pontuacao;01/06/2011;11/14/2020
117;DISTRIFILM COMERCIAL LTDA;3287;00001;Pontuacao;09/22/2011;07/31/2021
117;DISTRIFILM COMERCIAL LTDA;5134;00001;Pontuacao;02/03/2011;12/12/2020
117;DISTRIFILM COMERCIAL LTDA;3460;00001;Pontuacao;05/16/2011;03/24/2021
117;DISTRIFILM COMERCIAL LTDA;3491;00001;Pontuacao;12/22/2010;10/30/2020
117;DISTRIFILM COMERCIAL LTDA;1440;00001;Pontuacao;01/06/2011;11/14/2020
117;DISTRIFILM COMERCIAL LTDA;1208;00001;Pontuacao;02/01/2011;12/10/2020
117;DISTRIFILM COMERCIAL LTDA;12279;00001;Pontuacao;02/03/2011;12/12/2020
117;DISTRIFILM COMERCIAL LTDA;1408;00001;Pontuacao;01/17/2011;11/25/2020
117;DISTRIFILM COMERCIAL LTDA;7444;00001;Pontuacao;02/17/2012;12/26/2021
117;DISTRIFILM COMERCIAL LTDA;3996;00001;Pontuacao;02/01/2011;12/10/2020
117;DISTRIFILM COMERCIAL LTDA;1568;00001;Pontuacao;02/01/2011;12/10/2020
117;DISTRIFILM COMERCIAL LTDA;1723;00001;Pontuacao;02/03/2011;12/12/2020
117;DISTRIFILM COMERCIAL LTDA;2341;00001;Pontuacao;02/14/2011;12/23/2020
117;DISTRIFILM COMERCIAL LTDA;179;00001;Pontuacao;02/28/2011;01/06/2021
117;DISTRIFILM COMERCIAL LTDA;252;00001;Pontuacao;02/28/2011;01/06/2021
117;DISTRIFILM COMERCIAL LTDA;1188;00001;Pontuacao;03/14/2011;01/20/2021
117;DISTRIFILM COMERCIAL LTDA;2120;00001;Pontuacao;03/14/2011;01/20/2021
117;DISTRIFILM COMERCIAL LTDA;3981;00001;Pontuacao;04/27/2011;03/05/2021
117;DISTRIFILM COMERCIAL LTDA;2170;00001;Pontuacao;03/14/2011;01/20/2021
117;DISTRIFILM COMERCIAL LTDA;2746;00001;Pontuacao;03/04/2011;01/10/2021
117;DISTRIFILM COMERCIAL LTDA;628;00001;Pontuacao;11/30/2011;10/08/2021
117;DISTRIFILM COMERCIAL LTDA;3354;00001;Pontuacao;03/28/2011;02/03/2021
117;DISTRIFILM COMERCIAL LTDA;1592;00001;Pontuacao;03/14/2011;01/20/2021
117;DISTRIFILM COMERCIAL LTDA;1126;00001;Pontuacao;03/14/2011;01/20/2021
117;DISTRIFILM COMERCIAL LTDA;379;00001;Pontuacao;03/28/2011;02/03/2021
117;DISTRIFILM COMERCIAL LTDA;3519;00001;Pontuacao;03/28/2011;02/03/2021
117;DISTRIFILM COMERCIAL LTDA;1427;00001;Pontuacao;04/07/2011;02/13/2021
117;DISTRIFILM COMERCIAL LTDA;1468;00001;Pontuacao;04/07/2011;02/13/2021
117;DISTRIFILM COMERCIAL LTDA;5525;00001;Pontuacao;04/27/2011;03/05/2021
117;DISTRIFILM COMERCIAL LTDA;6500;00001;Pontuacao;05/02/2011;03/10/2021
117;DISTRIFILM COMERCIAL LTDA;1698;00001;Pontuacao;05/02/2011;03/10/2021
117;DISTRIFILM COMERCIAL LTDA;1146;00001;Pontuacao;05/12/2011;03/20/2021
117;DISTRIFILM COMERCIAL LTDA;231;00001;Pontuacao;05/12/2011;03/20/2021
117;DISTRIFILM COMERCIAL LTDA;1451;00001;Pontuacao;05/16/2011;03/24/2021
117;DISTRIFILM COMERCIAL LTDA;2621;00001;Pontuacao;05/24/2011;04/01/2021
117;DISTRIFILM COMERCIAL LTDA;1632;00001;Pontuacao;05/24/2011;04/01/2021
117;DISTRIFILM COMERCIAL LTDA;648;00001;Pontuacao;05/24/2011;04/01/2021
117;DISTRIFILM COMERCIAL LTDA;2620;00001;Pontuacao;06/10/2011;04/18/2021
117;DISTRIFILM COMERCIAL LTDA;4199;00001;Pontuacao;06/20/2011;04/28/2021
117;DISTRIFILM COMERCIAL LTDA;2892;00001;Pontuacao;06/20/2011;04/28/2021
117;DISTRIFILM COMERCIAL LTDA;1537;00001;Pontuacao;07/06/2011;05/14/2021
117;DISTRIFILM COMERCIAL LTDA;3568;00001;Pontuacao;07/20/2011;05/28/2021
117;DISTRIFILM COMERCIAL LTDA;9142;00001;Pontuacao;07/20/2011;05/28/2021
117;DISTRIFILM COMERCIAL LTDA;2254;00001;Pontuacao;07/29/2011;06/06/2021
117;DISTRIFILM COMERCIAL LTDA;2551;00001;Pontuacao;08/08/2011;06/16/2021
117;DISTRIFILM COMERCIAL LTDA;1219;00001;Pontuacao;08/08/2011;06/16/2021
117;DISTRIFILM COMERCIAL LTDA;2803;00001;Pontuacao;08/17/2011;06/25/2021
117;DISTRIFILM COMERCIAL LTDA;2449;00001;Pontuacao;09/06/2011;07/15/2021
117;DISTRIFILM COMERCIAL LTDA;7530;00001;Pontuacao;12/08/2011;10/16/2021
117;DISTRIFILM COMERCIAL LTDA;279;00001;Pontuacao;11/18/2011;09/26/2021
117;DISTRIFILM COMERCIAL LTDA;6700;00001;Pontuacao;11/11/2011;09/19/2021
117;DISTRIFILM COMERCIAL LTDA;2617;00001;Pontuacao;10/18/2011;08/26/2021
117;DISTRIFILM COMERCIAL LTDA;5357;00001;Pontuacao;11/11/2011;09/19/2021
117;DISTRIFILM COMERCIAL LTDA;3239;00001;Pontuacao;11/11/2011;09/19/2021
117;DISTRIFILM COMERCIAL LTDA;1902;00001;Pontuacao;10/19/2012;08/28/2022
117;DISTRIFILM COMERCIAL LTDA;3180;00001;Pontuacao;11/16/2011;09/24/2021
117;DISTRIFILM COMERCIAL LTDA;554;00001;Pontuacao;12/15/2011;10/23/2021
117;DISTRIFILM COMERCIAL LTDA;2885;00001;Pontuacao;11/22/2011;09/30/2021
117;DISTRIFILM COMERCIAL LTDA;3566;00001;Pontuacao;11/30/2011;10/08/2021
117;DISTRIFILM COMERCIAL LTDA;405;00001;Pontuacao;12/15/2011;10/23/2021
117;DISTRIFILM COMERCIAL LTDA;3240;00001;Pontuacao;12/08/2011;10/16/2021
117;DISTRIFILM COMERCIAL LTDA;1415;00001;Pontuacao;12/08/2011;10/16/2021
117;DISTRIFILM COMERCIAL LTDA;1004;00001;Pontuacao;02/17/2012;12/26/2021
117;DISTRIFILM COMERCIAL LTDA;2558;00001;Pontuacao;01/11/2012;11/19/2021
117;DISTRIFILM COMERCIAL LTDA;4005;00001;Pontuacao;01/17/2012;11/25/2021
117;DISTRIFILM COMERCIAL LTDA;2958;00001;Pontuacao;01/17/2012;11/25/2021
117;DISTRIFILM COMERCIAL LTDA;4319;00001;Pontuacao;01/17/2012;11/25/2021
117;DISTRIFILM COMERCIAL LTDA;1949;00001;Pontuacao;01/17/2012;11/25/2021
117;DISTRIFILM COMERCIAL LTDA;1431;00001;Pontuacao;02/17/2012;12/26/2021
117;DISTRIFILM COMERCIAL LTDA;3303;00001;Pontuacao;02/17/2012;12/26/2021
117;DISTRIFILM COMERCIAL LTDA;1816;00001;Pontuacao;02/17/2012;12/26/2021
117;DISTRIFILM COMERCIAL LTDA;2136;00001;Pontuacao;02/17/2012;12/26/2021
117;DISTRIFILM COMERCIAL LTDA;932;00001;Pontuacao;03/02/2012;01/09/2022
117;DISTRIFILM COMERCIAL LTDA;2630;00001;Pontuacao;02/27/2012;01/05/2022
117;DISTRIFILM COMERCIAL LTDA;833;00001;Pontuacao;03/27/2012;02/03/2022
117;DISTRIFILM COMERCIAL LTDA;3381;00001;Pontuacao;03/08/2012;01/15/2022
117;DISTRIFILM COMERCIAL LTDA;1198;00001;Pontuacao;03/08/2012;01/15/2022
117;DISTRIFILM COMERCIAL LTDA;1610;00001;Pontuacao;03/27/2012;02/03/2022
117;DISTRIFILM COMERCIAL LTDA;4252;00001;Pontuacao;03/27/2012;02/03/2022
117;DISTRIFILM COMERCIAL LTDA;3725;00001;Pontuacao;03/27/2012;02/03/2022
117;DISTRIFILM COMERCIAL LTDA;1694;00001;Pontuacao;04/23/2012;03/02/2022
117;DISTRIFILM COMERCIAL LTDA;2373;00001;Pontuacao;04/23/2012;03/02/2022
117;DISTRIFILM COMERCIAL LTDA;1936;00001;Pontuacao;04/23/2012;03/02/2022
117;DISTRIFILM COMERCIAL LTDA;2970;00001;Pontuacao;05/14/2012;03/23/2022
117;DISTRIFILM COMERCIAL LTDA;1502;00001;Pontuacao;06/06/2012;04/15/2022
117;DISTRIFILM COMERCIAL LTDA;1340;00001;Pontuacao;06/06/2012;04/15/2022
117;DISTRIFILM COMERCIAL LTDA;3996;00001;Pontuacao;06/06/2012;04/15/2022
117;DISTRIFILM COMERCIAL LTDA;5323;00001;Pontuacao;06/18/2012;04/27/2022
117;DISTRIFILM COMERCIAL LTDA;2018;00001;Pontuacao;07/16/2012;05/25/2022
117;DISTRIFILM COMERCIAL LTDA;4092;00001;Pontuacao;07/16/2012;05/25/2022
117;DISTRIFILM COMERCIAL LTDA;3410;00001;Pontuacao;07/16/2012;05/25/2022
117;DISTRIFILM COMERCIAL LTDA;3277;00001;Pontuacao;07/31/2012;06/09/2022
117;DISTRIFILM COMERCIAL LTDA;3704;00001;Pontuacao;08/06/2012;06/15/2022
117;DISTRIFILM COMERCIAL LTDA;1754;00001;Pontuacao;08/07/2012;06/16/2022
117;DISTRIFILM COMERCIAL LTDA;563;00001;Pontuacao;08/07/2012;06/16/2022
117;DISTRIFILM COMERCIAL LTDA;1260;00001;Pontuacao;09/06/2012;07/16/2022
117;DISTRIFILM COMERCIAL LTDA;1561;00001;Pontuacao;08/06/2012;06/15/2022
117;DISTRIFILM COMERCIAL LTDA;1372;00001;Pontuacao;08/06/2012;06/15/2022
117;DISTRIFILM COMERCIAL LTDA;3743;00001;Pontuacao;07/31/2012;06/09/2022
117;DISTRIFILM COMERCIAL LTDA;3039;00001;Pontuacao;08/06/2012;06/15/2022
117;DISTRIFILM COMERCIAL LTDA;2541;00001;Pontuacao;08/14/2012;06/23/2022
117;DISTRIFILM COMERCIAL LTDA;482;00001;Pontuacao;09/10/2012;07/20/2022
117;DISTRIFILM COMERCIAL LTDA;3197;00001;Pontuacao;08/16/2012;06/25/2022
117;DISTRIFILM COMERCIAL LTDA;1968;00001;Pontuacao;09/04/2012;07/14/2022
117;DISTRIFILM COMERCIAL LTDA;2186;00001;Pontuacao;09/04/2012;07/14/2022
117;DISTRIFILM COMERCIAL LTDA;2484;00001;Pontuacao;09/19/2012;07/29/2022
117;DISTRIFILM COMERCIAL LTDA;3978;00001;Pontuacao;09/19/2012;07/29/2022
117;DISTRIFILM COMERCIAL LTDA;2568;00001;Pontuacao;10/19/2012;08/28/2022
117;DISTRIFILM COMERCIAL LTDA;3077;00001;Pontuacao;10/19/2012;08/28/2022
117;DISTRIFILM COMERCIAL LTDA;724;00001;Pontuacao;11/01/2012;09/10/2022
117;DISTRIFILM COMERCIAL LTDA;684;00001;Pontuacao;11/01/2012;09/10/2022
117;DISTRIFILM COMERCIAL LTDA;2667;00001;Pontuacao;01/04/2013;11/13/2022
117;DISTRIFILM COMERCIAL LTDA;3415;00001;Pontuacao;12/14/2012;10/23/2022
117;DISTRIFILM COMERCIAL LTDA;1927;00001;Pontuacao;01/02/2013;11/11/2022
117;DISTRIFILM COMERCIAL LTDA;7482;00001;Pontuacao;01/21/2013;11/30/2022
117;DISTRIFILM COMERCIAL LTDA;308;00001;Pontuacao;02/04/2013;12/14/2022
117;DISTRIFILM COMERCIAL LTDA;3709;00001;Pontuacao;02/04/2013;12/14/2022
117;DISTRIFILM COMERCIAL LTDA;5043;00001;Pontuacao;02/04/2013;12/14/2022
117;DISTRIFILM COMERCIAL LTDA;4052;00001;Pontuacao;04/30/2013;03/09/2023
117;DISTRIFILM COMERCIAL LTDA;2326;00001;Pontuacao;02/21/2013;12/31/2022
117;DISTRIFILM COMERCIAL LTDA;3678;00001;Pontuacao;03/04/2013;01/11/2023
117;DISTRIFILM COMERCIAL LTDA;3555;00001;Pontuacao;04/30/2013;03/09/2023
117;DISTRIFILM COMERCIAL LTDA;312;00001;Pontuacao;04/30/2013;03/09/2023
117;DISTRIFILM COMERCIAL LTDA;3255;00001;Pontuacao;04/30/2013;03/09/2023
117;DISTRIFILM COMERCIAL LTDA;4795;00001;Pontuacao;06/07/2013;04/16/2023
117;DISTRIFILM COMERCIAL LTDA;3057;00001;Pontuacao;06/07/2013;04/16/2023
117;DISTRIFILM COMERCIAL LTDA;781;00001;Pontuacao;06/07/2013;04/16/2023
117;DISTRIFILM COMERCIAL LTDA;3403;00001;Pontuacao;06/07/2013;04/16/2023
117;DISTRIFILM COMERCIAL LTDA;3469;00001;Pontuacao;06/07/2013;04/16/2023
117;DISTRIFILM COMERCIAL LTDA;4230;00001;Pontuacao;06/07/2013;04/16/2023
117;DISTRIFILM COMERCIAL LTDA;2233;00001;Pontuacao;06/07/2013;04/16/2023
117;DISTRIFILM COMERCIAL LTDA;3682;00001;Pontuacao;07/02/2013;05/11/2023
117;DISTRIFILM COMERCIAL LTDA;3256;00001;Pontuacao;07/02/2013;05/11/2023
117;DISTRIFILM COMERCIAL LTDA;781;00001;Pontuacao;06/28/2013;05/07/2023
117;DISTRIFILM COMERCIAL LTDA;1444;00001;Pontuacao;08/01/2013;06/10/2023
117;DISTRIFILM COMERCIAL LTDA;4527;00001;Pontuacao;08/05/2013;06/14/2023
117;DISTRIFILM COMERCIAL LTDA;446;00001;Pontuacao;10/31/2013;09/09/2023
117;DISTRIFILM COMERCIAL LTDA;1118;00001;Pontuacao;04/04/2014;02/11/2024
117;DISTRIFILM COMERCIAL LTDA;238;00001;Pontuacao;04/30/2014;03/08/2024
