Cod. Cliente;Razão Social;Cod. Categoria;Desc. Categoria;Cod. Grupo;Desc. Grupo;Cod. Bônus;Desc. Bônus;Data Cadastro;Status
243;B2BR - Business to Business Informática do Brasil S/A;4;Revendedor;1;;00005;Pontuação VAR - Centro-Oeste;05/27/2009;Aprovado
263;casa alpad produtous de informatica ltda;4;Revendedor;1;;00001;Pontuação VAR-Sudeste;07/14/2009;Aprovado
271;MBM PRODUTOS DE ESCRITORIO E INFORMATICA LTDA;4;Revendedor;1;;00005;Pontuação VAR - Centro-Oeste;09/03/2009;Aprovado
278;SO  SETTY  COMLTD;4;Revendedor;1;;00009;Pontuação Governo e Corporativo - Sudeste;10/02/2009;Aprovado
281;Canon do Brasil Ind e Com Ltda;4;Revendedor;1;;00001;Pontuação VAR-Sudeste;10/16/2009;Aprovado
298;Centro de Imagem Diagnostica S/C Ltda;4;Revendedor;10;Bird;00001;Pontuação VAR-Sudeste;12/14/2009;Aprovado
299;FUNDAÇÃO FACULDADE REGIONAL DE MEDICINA DE SÃO JOSÉ DO RIO PRETO;4;Revendedor;10;Bird;00001;Pontuação VAR-Sudeste;12/16/2009;Aprovado
308;INTERMATIC SUP PARA INFORMATICA LTDA;4;Revendedor;1;;;;02/17/2010;Aprovado
323;SOLUTION AUTOMAÇAÕ EMPRESARIAL LTDA;4;Revendedor;1;;00001;Pontuação VAR-Sudeste;04/26/2010;Aprovado
337;Cearacom Serv. e Com. de Telecomunicações Ltda - ME;4;Revendedor;1;;00014;Bônus Rede Conecte-Sudeste;06/11/2010;Aprovado
338;Printsourcing Comércio de Produtos e Serviços de Informática Ltda;4;Revendedor;1;;00001;Pontuação VAR-Sudeste;06/23/2010;Aprovado
365;Office Total Solução em Tec. p/ Esc.Ltda;4;Revendedor;12;Office Total;00001;Pontuação VAR-Sudeste;11/04/2010;Aprovado
368;Office Total Sol. em Tec. p/ Esc.Ltda-Vitória;4;Revendedor;12;Office Total;00001;Pontuação VAR-Sudeste;11/25/2010;Aprovado
371;COPFAC MAQUINAS LTDA;4;Revendedor;1;;00001;Pontuação VAR-Sudeste;12/15/2010;Aprovado
388;Elógica Indústria Eletrônica Ltda;4;Revendedor;1;;00004;Pontuação VAR - Nordeste;02/15/2011;Aprovado
403;Suprisul Locação e Serviço Ltda;4;Revendedor;1;;00001;Pontuação VAR-Sudeste;04/26/2011;Aprovado
412;Ricohlor Comércio e Sistemas Reprográficos ltda.;4;Revendedor;1;;00014;Bônus Rede Conecte-Sudeste;05/13/2011;Aprovado
420;Microware Tecnologia de Informação Ltda;4;Revendedor;1;;;;06/03/2011;Aprovado
433;IT2B TECNOLOGIA E SERVIÇO LTDA;4;Revendedor;1;;00001;Pontuação VAR-Sudeste;07/18/2011;Aprovado
439;MJD MAQUINAS E EQUIPAMENTOS LTDA;4;Revendedor;1;;;;08/04/2011;Aprovado
452;Welcomp Tecnologia e Informática Ltda.;4;Revendedor;1;;;;09/02/2011;Aprovado
454;IDDEIA COMERCIO LOCACAO E SOLUCOES TECNOLOGIA LTDA;4;Revendedor;6;Iddeia;00003;Pontuação VAR - Sul;09/06/2011;Aprovado
455;DIRECTA ELETRONICA LTDA;4;Revendedor;1;;00005;Pontuação VAR - Centro-Oeste;09/08/2011;Aprovado
481;Tecnolta Equipamentos Eletronicos Ltda;4;Revendedor;1;;00005;Pontuação VAR - Centro-Oeste;11/25/2011;Aprovado
482;MAQUIM COMÉRCIO DE EQUIPAMENTOS ELETRO-ELETRÔNICOS LTDA;4;Revendedor;1;;00001;Pontuação VAR-Sudeste;11/28/2011;Aprovado
485;Mitalcopy máquinas e equipamentos para escritório ltda;4;Revendedor;1;;00001;Pontuação VAR-Sudeste;12/06/2011;Aprovado
489;Copiadora Cidade Ltda;4;Revendedor;1;;;;12/26/2011;Aprovado
493;COMABE AUTOMAÇÃO DE ESCRITÓRIOS LTDA;4;Revendedor;1;;00001;Pontuação VAR-Sudeste;01/11/2012;Aprovado
513;AURINO ALVES DE AZEVEDO FILHO;4;Revendedor;1;;;;03/01/2012;Aprovado
532;CONTEC INFORMATICA LTDA;4;Revendedor;1;;00001;Pontuação VAR-Sudeste;04/17/2012;Aprovado
546;MSA SOLUTION COMÉRCIO E SERVIÇOS EM INFORMÁTICA E SUPRIMENTOS LTDA;4;Revendedor;1;;00005;Pontuação VAR - Centro-Oeste;05/21/2012;Aprovado
619;H. Melillo  Comunicação e Marketing Ltda;4;Revendedor;1;;;;11/28/2012;Aprovado
645;REIS OFFICE PRODUCTS COMERCIAL LTDA;4;Revendedor;1;;;;02/13/2013;Aprovado
648;svc laser comercial ltda;4;Revendedor;1;;;;02/18/2013;Aprovado
652;HBL SOLUCOES LTDA;4;Revendedor;1;;;;02/27/2013;Aprovado
659;Digital World Representações, Comércio e Serviços Ltda;4;Revendedor;1;;00005;Pontuação VAR - Centro-Oeste;03/14/2013;Aprovado
662;DIMEX DO TRIANGULO LTDA;4;Revendedor;1;;00001;Pontuação VAR-Sudeste;03/21/2013;Aprovado
708;ALLONDA COML DE GEOSSINTETICOS AMBIENTAIS LTDA;4;Revendedor;1;;;;06/19/2013;Aprovado
722;MULTISERVICE INFORMATICA LTDA;4;Revendedor;1;;;;08/01/2013;Aprovado
740;DATASUPRI DISTRIBUIDORA LTDA;4;Revendedor;1;;;;09/25/2013;Aprovado
747;WAY TECHNOLOGY SERVIÇOS EM INFORMÁTICA LTDA ME;4;Revendedor;1;;;;10/18/2013;Aprovado
776;Scan equipamentos para escritório ltda;4;Revendedor;1;;00001;Pontuação VAR-Sudeste;12/23/2013;Aprovado
826;CS e Cs;4;Revendedor;1;;00001;Pontuação VAR-Sudeste;04/09/2014;Aprovado
828;ABX DIAGNOSTICS LTDA                    ;4;Revendedor;1;;;;04/22/2014;Aprovado
