Código Cliente;Razão Social;Pontuação;Cód. Bônus;Moeda do Bônus;Data Geração;Data Expiração
140;Pacolla Assessoria e Comunicação Ltda;1062;00009;Pontuacao;10/11/2008;06/05/2021
117;DISTRIFILM COMERCIAL LTDA;9900;00001;Pontuacao;24/11/2008;03/10/2018
141;JANAINA DE OLIVEIRA - ASSESSORIA   ;6293;00009;Pontuacao;10/11/2008;06/05/2021
143;IMPORTINVEST IMPORTAÇÃO COMÉRCIO LTDA;4398;00001;Pontuacao;24/11/2008;03/10/2018
144;abba equipamentos de informatica e suprimentos ltda;1900;00005;Pontuacao;04/12/2008;07/11/2017
101;Voluntarios da Patria;657;00009;Pontuacao;10/11/2008;06/05/2021
145;must eventos e desenvolvimento ltda.;775;00009;Pontuacao;10/11/2008;06/05/2021
147;Hotal Camping Estância Atibainha Ltda.;889;00009;Pontuacao;10/11/2008;06/05/2021
148;H2L EQUIPAMENTOS SISTEMAS LTDA;1624;00005;Pontuacao;05/12/2008;08/11/2017
142;Carmel Comercial Ltda;8071;00001;Pontuacao;24/11/2008;03/10/2018
152;Gloria Andreza Moreira ME;1346;00009;Pontuacao;24/11/2008;20/05/2021
123;ALLDORA TECNOLOGIA LTDA;2599;00001;Pontuacao;10/11/2008;19/09/2018
156;BANCO ABN AMRO REAL S/A ;2928;00008;Real;24/11/2008;07/11/2019
157;cprinter informatica e comercio ltda epp;1926;00001;Pontuacao;24/03/2009;31/01/2019
129;COMPANHIA DO METROPOLITANO DE SÃO PAULO;6859;00009;Pontuacao;24/11/2008;20/05/2021
158;TRIBUNAL DE JUSTIÇA DO DISTRITO FEDERAL E DOS TERRITÓRIOS;6920;00011;Pontuacao;04/12/2008;17/12/2227
131;BANCO DO NACIONAL DO DESENVOLVIMENTO ECONOMICO E SOCIAL;18894;00009;Pontuacao;31/10/2008;26/04/2021
118;BIRD SOLUTION LTDA;1424;00001;Pontuacao;24/11/2008;03/10/2018
162; Conspal Construtora e Imobiliária Ltda;250;00009;Pontuacao;04/12/2008;30/05/2021
163;AMD South America Ltda;360;00009;Pontuacao;04/12/2008;30/05/2021
164;PRINTER FACILITIES LOCAÇÃO DE EQUIPAMENTOS PARA ESCRITÓRIO LTDA;1098;00001;Pontuacao;04/12/2008;13/10/2018
117;DISTRIFILM COMERCIAL LTDA;2783;00001;Pontuacao;04/12/2008;13/10/2018
100;ACC BRASIL IND.E COM.DE COMPUTADORES LTDA-ACCEPT ;716;00001;Pontuacao;04/12/2008;13/10/2018
134;SIMPTEC COMÉRCIO DE MÁQUINAS LTDA;3237;00001;Pontuacao;05/03/2009;12/01/2019
165;REIS OFFICE PRODUCTS COMERCIAL LTDA;2547;00001;Pontuacao;04/12/2008;13/10/2018
166;Instituto brasileiro do meio ambiente e dos recursos naturais renovaveis;1949;00011;Pontuacao;27/01/2009;09/02/2228
133;CD STUDIO;3261;00009;Pontuacao;05/12/2008;31/05/2021
168;IRB-BRASIL RESSEGUROS S.A.;7385;00009;Pontuacao;12/02/2009;08/08/2021
169;I4PRO INFORMATICA LTDA;297;00009;Pontuacao;04/12/2008;30/05/2021
170;PHB Eletronica ltda;2343;00009;Pontuacao;04/12/2008;30/05/2021
102;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;1170;00003;Pontuacao;05/12/2008;03/12/2018
142;Carmel Comercial Ltda;5953;00001;Pontuacao;08/12/2008;17/10/2018
171;SIGNORINI PRODUCAO GRAFICA;746;00009;Pontuacao;05/12/2008;31/05/2021
157;cprinter informatica e comercio ltda epp;1260;00001;Pontuacao;08/12/2008;17/10/2018
117;DISTRIFILM COMERCIAL LTDA;5290;00001;Pontuacao;08/12/2008;17/10/2018
167;RMTJ IMPRESSOES LTDA;20572;00009;Pontuacao;08/12/2008;03/06/2021
173;INNOVATECH COM.E REPRESENTACAO LTDA;1305;00004;Pontuacao;23/12/2008;21/11/2018
174;Klima Campinas Tecnologia Ltda;4831;00001;Pontuacao;21/01/2009;30/11/2018
156;BANCO ABN AMRO REAL S/A ;1335;00008;Real;23/12/2008;06/12/2019
175;IGREJA PENTECOSTAL DEUS E AMOR;4285;00009;Pontuacao;05/12/2008;31/05/2021
176;megabarre ind equip eletricos ltda;1896;00009;Pontuacao;05/12/2008;31/05/2021
177;Furnas Centrais Elétricas S/A;30601;00009;Pontuacao;21/01/2009;17/07/2021
178;Ultrapel Locação e Serviços Ltda;1112;00001;Pontuacao;27/01/2009;06/12/2018
102;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;2631;00003;Pontuacao;23/01/2009;21/01/2019
145;must eventos e desenvolvimento ltda.;279;00009;Pontuacao;05/12/2008;31/05/2021
138;OKIDATA DO BRASIL INFORMÁTICA;2783;00001;Pontuacao;24/11/2008;03/10/2018
138;OKIDATA DO BRASIL INFORMÁTICA;2417;00001;Pontuacao;24/11/2008;03/10/2018
138;OKIDATA DO BRASIL INFORMÁTICA;9900;00001;Pontuacao;24/11/2008;03/10/2018
117;DISTRIFILM COMERCIAL LTDA;2417;00001;Pontuacao;24/11/2008;03/10/2018
122;Dimex do Triângulo Ltda;73;00001;Pontuacao;23/01/2009;02/12/2018
117;DISTRIFILM COMERCIAL LTDA;2603;00001;Pontuacao;09/02/2009;19/12/2018
181;Equipa Máquinas e Utensílios para Escritórios Ltda;2130;00001;Pontuacao;08/12/2008;17/10/2018
183;Unidade Mogiana de Diagnósticos por Imagem LTDA;4000;00009;Pontuacao;31/03/2009;24/09/2021
143;IMPORTINVEST IMPORTAÇÃO COMÉRCIO LTDA;3453;00001;Pontuacao;09/03/2009;16/01/2019
134;SIMPTEC COMÉRCIO DE MÁQUINAS LTDA;2546;00001;Pontuacao;13/03/2009;20/01/2019
129;COMPANHIA DO METROPOLITANO DE SÃO PAULO;5308;00009;Pontuacao;13/03/2009;06/09/2021
102;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;6601;00003;Pontuacao;23/01/2009;21/01/2019
135;BELOCOPY COMERCIO DE EQUIPAMENTOS REPROGRAFICOS LTDA;2392;00001;Pontuacao;28/01/2009;07/12/2018
157;cprinter informatica e comercio ltda epp;83;00001;Pontuacao;24/03/2009;31/01/2019
185;INTERPRINT LTDA;1116;00009;Pontuacao;21/01/2009;17/07/2021
186;espaço2 arquitetura e comunicação visual s/s ltda;189;00009;Pontuacao;09/02/2009;05/08/2021
122;Dimex do Triângulo Ltda;228;00001;Pontuacao;28/01/2009;07/12/2018
185;INTERPRINT LTDA;853;00009;Pontuacao;04/12/2008;30/05/2021
131;BANCO DO NACIONAL DO DESENVOLVIMENTO ECONOMICO E SOCIAL;11750;00009;Pontuacao;28/01/2009;24/07/2021
188;Transportes e Construções Ltda;306;00009;Pontuacao;09/02/2009;05/08/2021
123;ALLDORA TECNOLOGIA LTDA;1872;00001;Pontuacao;05/03/2009;12/01/2019
157;cprinter informatica e comercio ltda epp;1386;00001;Pontuacao;09/02/2009;19/12/2018
139;Tribunal de Contas do Estado de São Paulo;1135;00009;Pontuacao;09/12/2008;04/06/2021
129;COMPANHIA DO METROPOLITANO DE SÃO PAULO;1780;00009;Pontuacao;09/12/2008;04/06/2021
181;Equipa Máquinas e Utensílios para Escritórios Ltda;1028;00001;Pontuacao;09/02/2009;19/12/2018
123;ALLDORA TECNOLOGIA LTDA;456;00001;Pontuacao;21/01/2009;30/11/2018
189;UFFICIO RECURSOS HUMANOS E COMERCIO LTDA;968;00009;Pontuacao;09/02/2009;05/08/2021
167;RMTJ IMPRESSOES LTDA;8904;00009;Pontuacao;09/02/2009;05/08/2021
190;Lunes 3 Comércio de Máquinas e Suprimentos Gráficos Ltda;2641;00003;Pontuacao;28/01/2009;26/01/2019
100;ACC BRASIL IND.E COM.DE COMPUTADORES LTDA-ACCEPT ;942;00001;Pontuacao;13/03/2009;20/01/2019
145;must eventos e desenvolvimento ltda.;175;00009;Pontuacao;21/01/2009;17/07/2021
117;DISTRIFILM COMERCIAL LTDA;3845;00001;Pontuacao;09/03/2009;16/01/2019
192;P.S.K. CONSULTORES E AUDITORES S/S LTDA;372;00009;Pontuacao;21/01/2009;17/07/2021
194;Instituto Nacional de Traumatologia e Ortopedia;6048;00009;Pontuacao;23/01/2009;19/07/2021
142;Carmel Comercial Ltda;8609;00001;Pontuacao;09/03/2009;16/01/2019
142;Carmel Comercial Ltda;8090;00001;Pontuacao;17/12/2008;26/10/2018
145;must eventos e desenvolvimento ltda.;432;00009;Pontuacao;21/01/2009;17/07/2021
118;BIRD SOLUTION LTDA;851;00001;Pontuacao;09/03/2009;16/01/2019
164;PRINTER FACILITIES LOCAÇÃO DE EQUIPAMENTOS PARA ESCRITÓRIO LTDA;3053;00001;Pontuacao;05/03/2009;12/01/2019
117;DISTRIFILM COMERCIAL LTDA;2160;00001;Pontuacao;09/03/2009;16/01/2019
138;OKIDATA DO BRASIL INFORMÁTICA;761;00001;Pontuacao;09/03/2009;16/01/2019
195;triade comercio e industria auto peças ltda;112;00009;Pontuacao;13/03/2009;06/09/2021
197;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;9408;00009;Pontuacao;12/02/2009;08/08/2021
198;CORPRINT GRAFICA E EDITORA LTDA;2922;00009;Pontuacao;13/03/2009;06/09/2021
132;AMC Comunicação S/C Ltda;611;00009;Pontuacao;13/03/2009;06/09/2021
123;ALLDORA TECNOLOGIA LTDA;3147;00001;Pontuacao;13/03/2009;20/01/2019
117;DISTRIFILM COMERCIAL LTDA;2784;00001;Pontuacao;13/03/2009;20/01/2019
133;CD STUDIO;4739;00009;Pontuacao;31/03/2009;24/09/2021
127;Prefeitura Municipal da Estancia Turistica de Embu ;334;00009;Pontuacao;13/03/2009;06/09/2021
199;copylink equipamentos para escritorio ltda;2167;00003;Pontuacao;28/01/2009;26/01/2019
200;Zupi Design e Editora Ltda;674;00009;Pontuacao;13/03/2009;06/09/2021
174;Klima Campinas Tecnologia Ltda;4600;00001;Pontuacao;13/03/2009;20/01/2019
191;zol Design Ltda;508;00009;Pontuacao;05/03/2009;29/08/2021
131;BANCO DO NACIONAL DO DESENVOLVIMENTO ECONOMICO E SOCIAL;18894;00009;Pontuacao;20/01/2009;16/07/2021
203;Y N Pamplona Telecomunicações Ltda;1295;00009;Pontuacao;09/03/2009;02/09/2021
202;Imagem Integrada e Comunicação;1536;00009;Pontuacao;13/03/2009;06/09/2021
122;Dimex do Triângulo Ltda;214;00001;Pontuacao;12/02/2009;22/12/2018
134;SIMPTEC COMÉRCIO DE MÁQUINAS LTDA;2400;00001;Pontuacao;13/03/2009;20/01/2019
177;Furnas Centrais Elétricas S/A;16259;00009;Pontuacao;21/01/2009;17/07/2021
131;BANCO DO NACIONAL DO DESENVOLVIMENTO ECONOMICO E SOCIAL;18894;00009;Pontuacao;22/01/2009;18/07/2021
138;OKIDATA DO BRASIL INFORMÁTICA;87000;00001;Pontuacao;22/01/2009;01/12/2018
138;OKIDATA DO BRASIL INFORMÁTICA;87000;00001;Pontuacao;22/01/2009;01/12/2018
138;OKIDATA DO BRASIL INFORMÁTICA;87000;00001;Pontuacao;22/01/2009;01/12/2018
177;Furnas Centrais Elétricas S/A;37772;00009;Pontuacao;09/03/2009;02/09/2021
204;MONTE TABOR - CENTRO ÍTALO BRASILEIRO DE PROMOÇÃO SANITÁRIA ;10672;00010;Pontuacao;05/03/2009;22/12/2167
168;IRB-BRASIL RESSEGUROS S.A.;2686;00009;Pontuacao;13/03/2009;06/09/2021
143;IMPORTINVEST IMPORTAÇÃO COMÉRCIO LTDA;3040;00001;Pontuacao;24/03/2009;31/01/2019
125;DEPARTAMENTO ESTADUAL DE TRANSITO;539;00010;Pontuacao;27/01/2009;15/11/2167
125;DEPARTAMENTO ESTADUAL DE TRANSITO;1749;00010;Pontuacao;27/01/2009;15/11/2167
125;DEPARTAMENTO ESTADUAL DE TRANSITO;1749;00010;Pontuacao;27/01/2009;15/11/2167
181;Equipa Máquinas e Utensílios para Escritórios Ltda;2488;00001;Pontuacao;13/03/2009;20/01/2019
142;Carmel Comercial Ltda;1814;00001;Pontuacao;13/03/2009;20/01/2019
164;PRINTER FACILITIES LOCAÇÃO DE EQUIPAMENTOS PARA ESCRITÓRIO LTDA;1645;00001;Pontuacao;13/03/2009;20/01/2019
117;DISTRIFILM COMERCIAL LTDA;3532;00001;Pontuacao;13/03/2009;20/01/2019
194;Instituto Nacional de Traumatologia e Ortopedia;840;00009;Pontuacao;28/01/2009;24/07/2021
145;must eventos e desenvolvimento ltda.;155;00009;Pontuacao;13/03/2009;06/09/2021
157;cprinter informatica e comercio ltda epp;1104;00001;Pontuacao;13/03/2009;20/01/2019
208;Star Outsourcing Comércio e Serviços de Informática Ltda;98;00001;Pontuacao;13/03/2009;20/01/2019
178;Ultrapel Locação e Serviços Ltda;1453;00001;Pontuacao;13/03/2009;20/01/2019
120;Multh Comércio Materiais Equipamentos Ltda;3473;00001;Pontuacao;13/03/2009;20/01/2019
209;Developing Incorporadora LTDA;2430;00009;Pontuacao;13/03/2009;06/09/2021
210;Toyota Tsusho;168;00009;Pontuacao;13/03/2009;06/09/2021
138;OKIDATA DO BRASIL INFORMÁTICA;795;00001;Pontuacao;13/03/2009;20/01/2019
174;Klima Campinas Tecnologia Ltda;3196;00001;Pontuacao;19/03/2009;26/01/2019
102;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;2352;00003;Pontuacao;24/03/2009;22/03/2019
145;must eventos e desenvolvimento ltda.;186;00009;Pontuacao;13/03/2009;06/09/2021
142;Carmel Comercial Ltda;1672;00001;Pontuacao;19/03/2009;26/01/2019
131;BANCO DO NACIONAL DO DESENVOLVIMENTO ECONOMICO E SOCIAL;28012;00009;Pontuacao;13/03/2009;06/09/2021
142;Carmel Comercial Ltda;5775;00001;Pontuacao;19/03/2009;26/01/2019
212;E&E ENGELS CONS. BENEF. COR SEGUROS;1180;00009;Pontuacao;13/03/2009;06/09/2021
117;DISTRIFILM COMERCIAL LTDA;5155;00001;Pontuacao;19/03/2009;26/01/2019
152;Gloria Andreza Moreira ME;1009;00009;Pontuacao;13/03/2009;06/09/2021
134;SIMPTEC COMÉRCIO DE MÁQUINAS LTDA;3180;00001;Pontuacao;19/03/2009;26/01/2019
208;Star Outsourcing Comércio e Serviços de Informática Ltda;427;00001;Pontuacao;13/03/2009;20/01/2019
213;FK EQUIPAMENTOS PARA ESCRITÓRIO LTDA.;1008;00001;Pontuacao;19/03/2009;26/01/2019
197;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;5544;00009;Pontuacao;27/03/2009;20/09/2021
102;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;7191;00003;Pontuacao;24/03/2009;22/03/2019
181;Equipa Máquinas e Utensílios para Escritórios Ltda;2527;00001;Pontuacao;19/03/2009;26/01/2019
142;Carmel Comercial Ltda;1323;00001;Pontuacao;19/03/2009;26/01/2019
143;IMPORTINVEST IMPORTAÇÃO COMÉRCIO LTDA;2172;00001;Pontuacao;19/03/2009;26/01/2019
173;INNOVATECH COM.E REPRESENTACAO LTDA;1122;00004;Pontuacao;24/03/2009;20/02/2019
215;PRODUS PRODUTOS E SOLUÇÕES PARA INFORMATICA LTDA;632;00004;Pontuacao;24/03/2009;20/02/2019
122;Dimex do Triângulo Ltda;898;00001;Pontuacao;24/03/2009;31/01/2019
123;ALLDORA TECNOLOGIA LTDA;1559;00001;Pontuacao;24/03/2009;31/01/2019
216;pro-x ind.ecom.de artigos esportivos ltda;578;00009;Pontuacao;24/03/2009;17/09/2021
129;COMPANHIA DO METROPOLITANO DE SÃO PAULO;15267;00009;Pontuacao;24/03/2009;17/09/2021
131;BANCO DO NACIONAL DO DESENVOLVIMENTO ECONOMICO E SOCIAL;15016;00009;Pontuacao;15/04/2009;09/10/2021
117;DISTRIFILM COMERCIAL LTDA;3417;00001;Pontuacao;24/03/2009;31/01/2019
143;IMPORTINVEST IMPORTAÇÃO COMÉRCIO LTDA;2171;00001;Pontuacao;24/03/2009;31/01/2019
217;Renato Sievers ME;860;00009;Pontuacao;24/03/2009;17/09/2021
125;DEPARTAMENTO ESTADUAL DE TRANSITO;1489;00010;Pontuacao;15/04/2009;01/02/2168
218;CLINICA ZANELLO DIAG. POR IMAGEM;249;00009;Pontuacao;15/04/2009;09/10/2021
164;PRINTER FACILITIES LOCAÇÃO DE EQUIPAMENTOS PARA ESCRITÓRIO LTDA;1686;00001;Pontuacao;15/04/2009;22/02/2019
156;BANCO ABN AMRO REAL S/A ;2835;00008;Real;24/03/2009;06/03/2020
117;DISTRIFILM COMERCIAL LTDA;713;00001;Pontuacao;07/05/2009;16/03/2019
142;Carmel Comercial Ltda;1572;00001;Pontuacao;24/03/2009;31/01/2019
220;ZONA LIVRE LOGISTICA LTDA;521;00009;Pontuacao;24/03/2009;17/09/2021
177;Furnas Centrais Elétricas S/A;23428;00009;Pontuacao;28/04/2009;22/10/2021
174;Klima Campinas Tecnologia Ltda;2435;00001;Pontuacao;15/04/2009;22/02/2019
117;DISTRIFILM COMERCIAL LTDA;2211;00001;Pontuacao;15/04/2009;22/02/2019
131;BANCO DO NACIONAL DO DESENVOLVIMENTO ECONOMICO E SOCIAL;17725;00009;Pontuacao;28/04/2009;22/10/2021
222;HELIOPRINT LOCADORA DE EQUIPAMENTOS LTDA;5302;00003;Pontuacao;07/05/2009;05/05/2019
132;AMC Comunicação S/C Ltda;718;00009;Pontuacao;15/04/2009;09/10/2021
181;Equipa Máquinas e Utensílios para Escritórios Ltda;3652;00001;Pontuacao;15/04/2009;22/02/2019
123;ALLDORA TECNOLOGIA LTDA;1924;00001;Pontuacao;15/04/2009;22/02/2019
122;Dimex do Triângulo Ltda;100;00001;Pontuacao;07/05/2009;16/03/2019
147;Hotal Camping Estância Atibainha Ltda.;595;00009;Pontuacao;28/04/2009;22/10/2021
224;INSTITUTO NACIONAL DO SEGURO SOCIAL  ;902;00013;Pontuacao;12/05/2009;24/04/2020
164;PRINTER FACILITIES LOCAÇÃO DE EQUIPAMENTOS PARA ESCRITÓRIO LTDA;1143;00001;Pontuacao;15/04/2009;22/02/2019
118;BIRD SOLUTION LTDA;4177;00001;Pontuacao;15/04/2009;22/02/2019
117;DISTRIFILM COMERCIAL LTDA;1683;00001;Pontuacao;15/04/2009;22/02/2019
225;Casa Militar do Governador;4617;00010;Pontuacao;28/04/2009;14/02/2168
142;Carmel Comercial Ltda;1589;00001;Pontuacao;15/04/2009;22/02/2019
167;RMTJ IMPRESSOES LTDA;9857;00009;Pontuacao;28/04/2009;22/10/2021
226;RSG Serviços Graficos Ltda;408;00009;Pontuacao;15/04/2009;09/10/2021
135;BELOCOPY COMERCIO DE EQUIPAMENTOS REPROGRAFICOS LTDA;3010;00001;Pontuacao;28/04/2009;07/03/2019
100;ACC BRASIL IND.E COM.DE COMPUTADORES LTDA-ACCEPT ;635;00001;Pontuacao;28/04/2009;07/03/2019
178;Ultrapel Locação e Serviços Ltda;672;00001;Pontuacao;27/03/2009;03/02/2019
102;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;936;00003;Pontuacao;27/03/2009;25/03/2019
102;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;130;00003;Pontuacao;27/03/2009;25/03/2019
228;Sollus Gestora de Terras Ltda;365;00009;Pontuacao;28/04/2009;22/10/2021
229;In Press Assessoria de Imprensa;1377;00009;Pontuacao;28/04/2009;22/10/2021
133;CD STUDIO;2497;00009;Pontuacao;07/05/2009;31/10/2021
167;RMTJ IMPRESSOES LTDA;1688;00009;Pontuacao;08/05/2009;01/11/2021
142;Carmel Comercial Ltda;3210;00001;Pontuacao;08/05/2009;17/03/2019
142;Carmel Comercial Ltda;1916;00001;Pontuacao;08/05/2009;17/03/2019
231;Thymus Consultoria em Identidade de Marca Ltda;701;00009;Pontuacao;07/05/2009;31/10/2021
127;Prefeitura Municipal da Estancia Turistica de Embu ;414;00009;Pontuacao;07/05/2009;31/10/2021
173;INNOVATECH COM.E REPRESENTACAO LTDA;902;00004;Pontuacao;08/05/2009;06/04/2019
102;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;1375;00003;Pontuacao;08/05/2009;06/05/2019
215;PRODUS PRODUTOS E SOLUÇÕES PARA INFORMATICA LTDA;475;00004;Pontuacao;08/05/2009;06/04/2019
145;must eventos e desenvolvimento ltda.;419;00009;Pontuacao;07/05/2009;31/10/2021
237;Psychemedics Brasil Exames Toxicologicos Ltda.;1709;00009;Pontuacao;08/05/2009;01/11/2021
142;Carmel Comercial Ltda;1527;00001;Pontuacao;08/05/2009;17/03/2019
177;Furnas Centrais Elétricas S/A;2640;00009;Pontuacao;28/04/2009;22/10/2021
142;Carmel Comercial Ltda;1219;00001;Pontuacao;04/05/2009;13/03/2019
177;Furnas Centrais Elétricas S/A;4260;00009;Pontuacao;04/05/2009;28/10/2021
