Código Cliente;Razão Social;Pontuação;Cód. Bônus;Moeda do Bônus;Data Geração;Data Expiração
204;MONTE TABOR - CENTRO ÍTALO BRASILEIRO DE PROMOÇÃO SANITÁRIA ;2049;00010;Pontuacao;04/30/2013;02/16/2172
454;IDDEIA COMERCIO LOCACAO E SOLUCOES TECNOLOGIA LTDA;1395;00003;Pontuacao;03/04/2013;03/02/2023
167;RMTJ IMPRESSOES LTDA;16372;00009;Pontuacao;03/01/2013;08/25/2025
244;Forprint Com. e Serv. de Informática Ltda.;1962;00014;Pontuacao;03/01/2013;02/12/2024
174;Klima Campinas Tecnologia Ltda;7863;00001;Pontuacao;03/04/2013;01/11/2023
190;Lunes 3 Comércio de Máquinas e Suprimentos Gráficos Ltda;1512;00003;Pontuacao;03/04/2013;03/02/2023
167;RMTJ IMPRESSOES LTDA;16372;00009;Pontuacao;03/01/2013;08/25/2025
135;BELOCOPY COMERCIO DE EQUIPAMENTOS REPROGRAFICOS LTDA;6030;00001;Pontuacao;02/21/2013;12/31/2022
424;COMAVI COMÉRCIO DE MÁQUINAS E VISUAIS LTDA;6594;00001;Pontuacao;03/01/2013;01/08/2023
157;cprinter informatica e comercio ltda epp;8617;00001;Pontuacao;03/04/2013;01/11/2023
167;RMTJ IMPRESSOES LTDA;9316;00009;Pontuacao;03/01/2013;08/25/2025
102;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;7744;00003;Pontuacao;02/21/2013;02/19/2023
167;RMTJ IMPRESSOES LTDA;13086;00009;Pontuacao;03/01/2013;08/25/2025
244;Forprint Com. e Serv. de Informática Ltda.;730;00014;Pontuacao;04/30/2013;04/12/2024
117;DISTRIFILM COMERCIAL LTDA;4052;00001;Pontuacao;04/30/2013;03/09/2023
181;Equipa Máquinas e Utensílios para Escritórios Ltda;1940;00001;Pontuacao;04/30/2013;03/09/2023
305;Departamento de Águas e Energia;6354;00009;Pontuacao;03/01/2013;08/25/2025
358;justiça Federal de Primeiro Grau em Minas Gerais;4113;00009;Pontuacao;03/01/2013;08/25/2025
157;cprinter informatica e comercio ltda epp;7298;00001;Pontuacao;02/21/2013;12/31/2022
244;Forprint Com. e Serv. de Informática Ltda.;590;00014;Pontuacao;02/21/2013;02/04/2024
482;MAQUIM COMÉRCIO DE EQUIPAMENTOS ELETRO-ELETRÔNICOS LTDA;3666;00001;Pontuacao;04/30/2013;03/09/2023
102;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;4075;00003;Pontuacao;03/01/2013;02/27/2023
181;Equipa Máquinas e Utensílios para Escritórios Ltda;771;00001;Pontuacao;02/21/2013;12/31/2022
177;Furnas Centrais Elétricas S/A;37296;00009;Pontuacao;08/05/2013;01/29/2026
117;DISTRIFILM COMERCIAL LTDA;2326;00001;Pontuacao;02/21/2013;12/31/2022
122;Dimex do Triângulo Ltda;972;00001;Pontuacao;02/21/2013;12/31/2022
287;Atrium Consultoria Ltda;1001;00009;Pontuacao;02/05/2014;08/01/2026
271;MBM PRODUTOS DE ESCRITORIO E INFORMATICA LTDA;12647;00005;Pontuacao;03/01/2013;02/02/2022
365;Office Total Solução em Tec. p/ Esc.Ltda;6768;00001;Pontuacao;04/30/2013;03/09/2023
167;RMTJ IMPRESSOES LTDA;5752;00009;Pontuacao;02/21/2013;08/17/2025
164;PRINTER FACILITIES LOCAÇÃO DE EQUIPAMENTOS PARA ESCRITÓRIO LTDA;1200;00001;Pontuacao;02/21/2013;12/31/2022
152;Gloria Andreza Moreira ME;2678;00009;Pontuacao;04/30/2013;10/24/2025
164;PRINTER FACILITIES LOCAÇÃO DE EQUIPAMENTOS PARA ESCRITÓRIO LTDA;1924;00001;Pontuacao;02/21/2013;12/31/2022
371;COPFAC MAQUINAS LTDA;3267;00001;Pontuacao;03/01/2013;01/08/2023
244;Forprint Com. e Serv. de Informática Ltda.;292;00014;Pontuacao;02/21/2013;02/04/2024
374;TRT RIO DE JANEIRO;63271;00009;Pontuacao;03/04/2013;08/28/2025
134;SIMPTEC COMÉRCIO DE MÁQUINAS LTDA;9426;00001;Pontuacao;04/30/2013;03/09/2023
139;Tribunal de Contas do Estado de São Paulo;8124;00009;Pontuacao;03/01/2013;08/25/2025
118;BIRD SOLUTION LTDA;21889;00001;Pontuacao;03/01/2013;01/08/2023
497;Alldora Tecnologia;5947;00001;Pontuacao;04/30/2013;03/09/2023
157;cprinter informatica e comercio ltda epp;5546;00001;Pontuacao;03/01/2013;01/08/2023
138;;1344;00001;Pontuacao;04/30/2013;03/09/2023
167;RMTJ IMPRESSOES LTDA;6927;00009;Pontuacao;03/01/2013;08/25/2025
120;Multh Comércio Materiais Equipamentos Ltda;8442;00001;Pontuacao;04/30/2013;03/09/2023
482;MAQUIM COMÉRCIO DE EQUIPAMENTOS ELETRO-ELETRÔNICOS LTDA;1638;00001;Pontuacao;04/30/2013;03/09/2023
244;Forprint Com. e Serv. de Informática Ltda.;585;00014;Pontuacao;03/01/2013;02/12/2024
338;Printsourcing Comércio de Produtos e Serviços de Informática Ltda;8056;00001;Pontuacao;04/30/2013;03/09/2023
117;DISTRIFILM COMERCIAL LTDA;3678;00001;Pontuacao;03/04/2013;01/11/2023
491;CONSÓRCIO BOTUCATU POUPATEMPO;775;00001;Pontuacao;04/30/2013;03/09/2023
400;CS DO BRASIL COM SIST REPR LTDA;6060;00009;Pontuacao;04/30/2013;10/24/2025
157;cprinter informatica e comercio ltda epp;4063;00001;Pontuacao;04/30/2013;03/09/2023
244;Forprint Com. e Serv. de Informática Ltda.;846;00014;Pontuacao;04/30/2013;04/12/2024
235;Casa Omnigráfica de Máquinas ltda;21402;00001;Pontuacao;04/30/2013;03/09/2023
235;Casa Omnigráfica de Máquinas ltda;1008;00001;Pontuacao;04/30/2013;03/09/2023
117;DISTRIFILM COMERCIAL LTDA;3555;00001;Pontuacao;04/30/2013;03/09/2023
183;Unidade Mogiana de Diagnósticos por Imagem LTDA;8854;00009;Pontuacao;04/30/2013;10/24/2025
497;Alldora Tecnologia;18425;00001;Pontuacao;04/30/2013;03/09/2023
167;RMTJ IMPRESSOES LTDA;14655;00009;Pontuacao;04/30/2013;10/24/2025
167;RMTJ IMPRESSOES LTDA;3870;00009;Pontuacao;06/13/2013;12/07/2025
118;BIRD SOLUTION LTDA;5340;00001;Pontuacao;04/30/2013;03/09/2023
167;RMTJ IMPRESSOES LTDA;8800;00009;Pontuacao;04/30/2013;10/24/2025
181;Equipa Máquinas e Utensílios para Escritórios Ltda;1703;00001;Pontuacao;04/30/2013;03/09/2023
167;RMTJ IMPRESSOES LTDA;12348;00009;Pontuacao;04/30/2013;10/24/2025
338;Printsourcing Comércio de Produtos e Serviços de Informática Ltda;1104;00001;Pontuacao;04/30/2013;03/09/2023
164;PRINTER FACILITIES LOCAÇÃO DE EQUIPAMENTOS PARA ESCRITÓRIO LTDA;3485;00001;Pontuacao;04/30/2013;03/09/2023
497;Alldora Tecnologia;10385;00001;Pontuacao;04/30/2013;03/09/2023
117;DISTRIFILM COMERCIAL LTDA;312;00001;Pontuacao;04/30/2013;03/09/2023
244;Forprint Com. e Serv. de Informática Ltda.;2454;00014;Pontuacao;04/30/2013;04/12/2024
442;PRINT COPY EQUIPAMENTOS E SERVIÇOS LTDA;6460;00005;Pontuacao;04/30/2013;04/03/2022
118;BIRD SOLUTION LTDA;26314;00001;Pontuacao;04/30/2013;03/09/2023
131;BANCO DO NACIONAL DO DESENVOLVIMENTO ECONOMICO E SOCIAL;46698;00009;Pontuacao;04/30/2013;10/24/2025
424;COMAVI COMÉRCIO DE MÁQUINAS E VISUAIS LTDA;5500;00001;Pontuacao;04/30/2013;03/09/2023
167;RMTJ IMPRESSOES LTDA;7181;00009;Pontuacao;04/30/2013;10/24/2025
271;MBM PRODUTOS DE ESCRITORIO E INFORMATICA LTDA;38610;00005;Pontuacao;06/07/2013;05/11/2022
102;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;6051;00003;Pontuacao;04/30/2013;04/28/2023
120;Multh Comércio Materiais Equipamentos Ltda;7690;00001;Pontuacao;06/07/2013;04/16/2023
244;Forprint Com. e Serv. de Informática Ltda.;954;00014;Pontuacao;04/30/2013;04/12/2024
134;SIMPTEC COMÉRCIO DE MÁQUINAS LTDA;3086;00001;Pontuacao;06/07/2013;04/16/2023
157;cprinter informatica e comercio ltda epp;9610;00001;Pontuacao;04/30/2013;03/09/2023
181;Equipa Máquinas e Utensílios para Escritórios Ltda;1737;00001;Pontuacao;04/30/2013;03/09/2023
319;Tribunal de Justiça do Estado do Rio de Janeiro;24476;00009;Pontuacao;06/07/2013;12/01/2025
136;KITANI LOCAÇÃO E COM. DE EQUIPS LTDA;29077;00001;Pontuacao;04/30/2013;03/09/2023
199;copylink equipamentos para escritorio ltda;5728;00003;Pontuacao;06/07/2013;06/05/2023
482;MAQUIM COMÉRCIO DE EQUIPAMENTOS ELETRO-ELETRÔNICOS LTDA;3150;00001;Pontuacao;06/07/2013;04/16/2023
117;DISTRIFILM COMERCIAL LTDA;3255;00001;Pontuacao;04/30/2013;03/09/2023
167;RMTJ IMPRESSOES LTDA;10803;00009;Pontuacao;04/30/2013;10/24/2025
167;RMTJ IMPRESSOES LTDA;15668;00009;Pontuacao;06/13/2013;12/07/2025
244;Forprint Com. e Serv. de Informática Ltda.;524;00014;Pontuacao;06/07/2013;05/20/2024
167;RMTJ IMPRESSOES LTDA;13027;00009;Pontuacao;06/07/2013;12/01/2025
338;Printsourcing Comércio de Produtos e Serviços de Informática Ltda;1991;00001;Pontuacao;06/07/2013;04/16/2023
545;Tribunal Regional Eleitoral de PE;1860;00010;Pontuacao;06/07/2013;03/25/2172
167;RMTJ IMPRESSOES LTDA;20159;00009;Pontuacao;06/07/2013;12/01/2025
482;MAQUIM COMÉRCIO DE EQUIPAMENTOS ELETRO-ELETRÔNICOS LTDA;3094;00001;Pontuacao;06/10/2013;04/19/2023
134;SIMPTEC COMÉRCIO DE MÁQUINAS LTDA;7935;00001;Pontuacao;06/07/2013;04/16/2023
117;DISTRIFILM COMERCIAL LTDA;4795;00001;Pontuacao;06/07/2013;04/16/2023
424;COMAVI COMÉRCIO DE MÁQUINAS E VISUAIS LTDA;1820;00001;Pontuacao;06/07/2013;04/16/2023
167;RMTJ IMPRESSOES LTDA;4770;00009;Pontuacao;06/13/2013;12/07/2025
454;IDDEIA COMERCIO LOCACAO E SOLUCOES TECNOLOGIA LTDA;1137;00003;Pontuacao;06/07/2013;06/05/2023
167;RMTJ IMPRESSOES LTDA;3696;00009;Pontuacao;06/07/2013;12/01/2025
454;IDDEIA COMERCIO LOCACAO E SOLUCOES TECNOLOGIA LTDA;284;00003;Pontuacao;06/07/2013;06/05/2023
131;BANCO DO NACIONAL DO DESENVOLVIMENTO ECONOMICO E SOCIAL;30814;00009;Pontuacao;06/07/2013;12/01/2025
305;Departamento de Águas e Energia;4806;00009;Pontuacao;06/07/2013;12/01/2025
118;BIRD SOLUTION LTDA;19622;00001;Pontuacao;06/07/2013;04/16/2023
117;DISTRIFILM COMERCIAL LTDA;3057;00001;Pontuacao;06/07/2013;04/16/2023
376;TECMACH LOCAÇÃO DE BENS MOVEIS E SERVIÇOS;6848;00001;Pontuacao;06/07/2013;04/16/2023
135;BELOCOPY COMERCIO DE EQUIPAMENTOS REPROGRAFICOS LTDA;3058;00001;Pontuacao;06/07/2013;04/16/2023
442;PRINT COPY EQUIPAMENTOS E SERVIÇOS LTDA;1904;00005;Pontuacao;06/07/2013;05/11/2022
244;Forprint Com. e Serv. de Informática Ltda.;268;00014;Pontuacao;06/07/2013;05/20/2024
174;Klima Campinas Tecnologia Ltda;7576;00001;Pontuacao;06/07/2013;04/16/2023
455;DIRECTA ELETRONICA LTDA;62098;00005;Pontuacao;06/10/2013;05/14/2022
118;BIRD SOLUTION LTDA;3293;00001;Pontuacao;06/07/2013;04/16/2023
157;cprinter informatica e comercio ltda epp;12880;00001;Pontuacao;06/07/2013;04/16/2023
190;Lunes 3 Comércio de Máquinas e Suprimentos Gráficos Ltda;2114;00003;Pontuacao;06/07/2013;06/05/2023
102;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;3036;00003;Pontuacao;06/07/2013;06/05/2023
244;Forprint Com. e Serv. de Informática Ltda.;322;00014;Pontuacao;06/07/2013;05/20/2024
371;COPFAC MAQUINAS LTDA;3754;00001;Pontuacao;06/07/2013;04/16/2023
117;DISTRIFILM COMERCIAL LTDA;781;00001;Pontuacao;06/07/2013;04/16/2023
117;DISTRIFILM COMERCIAL LTDA;3403;00001;Pontuacao;06/07/2013;04/16/2023
122;Dimex do Triângulo Ltda;5954;00001;Pontuacao;06/07/2013;04/16/2023
199;copylink equipamentos para escritorio ltda;3470;00003;Pontuacao;06/10/2013;06/08/2023
319;Tribunal de Justiça do Estado do Rio de Janeiro;22266;00009;Pontuacao;07/01/2013;12/25/2025
157;cprinter informatica e comercio ltda epp;7492;00001;Pontuacao;06/07/2013;04/16/2023
338;Printsourcing Comércio de Produtos e Serviços de Informática Ltda;1606;00001;Pontuacao;06/07/2013;04/16/2023
235;Casa Omnigráfica de Máquinas ltda;9398;00001;Pontuacao;06/07/2013;04/16/2023
435;Empresa Baiana de Águas e Saneamento;12303;00010;Pontuacao;07/01/2013;04/18/2172
136;KITANI LOCAÇÃO E COM. DE EQUIPS LTDA;19904;00001;Pontuacao;06/07/2013;04/16/2023
143;IMPORTINVEST IMPORTAÇÃO COMÉRCIO LTDA;3934;00001;Pontuacao;06/07/2013;04/16/2023
429;Consórcio Cidade Ademar Poupatempo;1433;00001;Pontuacao;07/02/2013;05/11/2023
455;DIRECTA ELETRONICA LTDA;2607;00005;Pontuacao;06/07/2013;05/11/2022
167;RMTJ IMPRESSOES LTDA;10600;00009;Pontuacao;06/07/2013;12/01/2025
181;Equipa Máquinas e Utensílios para Escritórios Ltda;2830;00001;Pontuacao;06/07/2013;04/16/2023
117;DISTRIFILM COMERCIAL LTDA;3469;00001;Pontuacao;06/07/2013;04/16/2023
102;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;9063;00003;Pontuacao;06/07/2013;06/05/2023
442;PRINT COPY EQUIPAMENTOS E SERVIÇOS LTDA;2955;00005;Pontuacao;06/07/2013;05/11/2022
323;SOLUTION AUTOMAÇAÕ EMPRESARIAL LTDA;4420;00001;Pontuacao;06/07/2013;04/16/2023
139;Tribunal de Contas do Estado de São Paulo;9362;00009;Pontuacao;06/07/2013;12/01/2025
319;Tribunal de Justiça do Estado do Rio de Janeiro;60196;00009;Pontuacao;07/01/2013;12/25/2025
338;Printsourcing Comércio de Produtos e Serviços de Informática Ltda;1054;00001;Pontuacao;06/07/2013;04/16/2023
120;Multh Comércio Materiais Equipamentos Ltda;6742;00001;Pontuacao;06/07/2013;04/16/2023
167;RMTJ IMPRESSOES LTDA;4806;00009;Pontuacao;06/07/2013;12/01/2025
118;BIRD SOLUTION LTDA;17248;00001;Pontuacao;06/07/2013;04/16/2023
244;Forprint Com. e Serv. de Informática Ltda.;537;00014;Pontuacao;06/07/2013;05/20/2024
134;SIMPTEC COMÉRCIO DE MÁQUINAS LTDA;11235;00001;Pontuacao;06/07/2013;04/16/2023
271;MBM PRODUTOS DE ESCRITORIO E INFORMATICA LTDA;42760;00005;Pontuacao;05/14/2013;04/17/2022
485;Mitalcopy máquinas e equipamentos para escritório ltda;29379;00001;Pontuacao;06/07/2013;04/16/2023
117;DISTRIFILM COMERCIAL LTDA;4230;00001;Pontuacao;06/07/2013;04/16/2023
157;cprinter informatica e comercio ltda epp;7408;00001;Pontuacao;06/07/2013;04/16/2023
181;Equipa Máquinas e Utensílios para Escritórios Ltda;861;00001;Pontuacao;06/07/2013;04/16/2023
167;RMTJ IMPRESSOES LTDA;4375;00009;Pontuacao;06/07/2013;12/01/2025
251;Grafica e Editora Sanroquense Ltda;1821;00009;Pontuacao;07/01/2013;12/25/2025
123;ALLDORA TECNOLOGIA LTDA;3950;00001;Pontuacao;06/07/2013;04/16/2023
167;RMTJ IMPRESSOES LTDA;10113;00009;Pontuacao;06/07/2013;12/01/2025
424;COMAVI COMÉRCIO DE MÁQUINAS E VISUAIS LTDA;2443;00001;Pontuacao;06/07/2013;04/16/2023
181;Equipa Máquinas e Utensílios para Escritórios Ltda;588;00001;Pontuacao;06/07/2013;04/16/2023
454;IDDEIA COMERCIO LOCACAO E SOLUCOES TECNOLOGIA LTDA;5050;00003;Pontuacao;06/07/2013;06/05/2023
213;FK EQUIPAMENTOS PARA ESCRITÓRIO LTDA.;4375;00001;Pontuacao;06/07/2013;04/16/2023
143;IMPORTINVEST IMPORTAÇÃO COMÉRCIO LTDA;4036;00001;Pontuacao;07/02/2013;05/11/2023
118;BIRD SOLUTION LTDA;5320;00001;Pontuacao;06/07/2013;04/16/2023
117;DISTRIFILM COMERCIAL LTDA;2233;00001;Pontuacao;06/07/2013;04/16/2023
319;Tribunal de Justiça do Estado do Rio de Janeiro;48082;00009;Pontuacao;08/09/2013;02/02/2026
244;Forprint Com. e Serv. de Informática Ltda.;305;00014;Pontuacao;06/07/2013;05/20/2024
131;BANCO DO NACIONAL DO DESENVOLVIMENTO ECONOMICO E SOCIAL;70577;00009;Pontuacao;07/01/2013;12/25/2025
167;RMTJ IMPRESSOES LTDA;24404;00009;Pontuacao;06/13/2013;12/07/2025
235;Casa Omnigráfica de Máquinas ltda;8760;00001;Pontuacao;07/01/2013;05/10/2023
136;KITANI LOCAÇÃO E COM. DE EQUIPS LTDA;22625;00001;Pontuacao;07/02/2013;05/11/2023
376;TECMACH LOCAÇÃO DE BENS MOVEIS E SERVIÇOS;3590;00001;Pontuacao;07/02/2013;05/11/2023
376;TECMACH LOCAÇÃO DE BENS MOVEIS E SERVIÇOS;465;00001;Pontuacao;07/02/2013;05/11/2023
181;Equipa Máquinas e Utensílios para Escritórios Ltda;1499;00001;Pontuacao;07/02/2013;05/11/2023
305;Departamento de Águas e Energia;4462;00009;Pontuacao;07/02/2013;12/26/2025
529;Ministério Público do Estado de São Paulo;3080;00009;Pontuacao;07/02/2013;12/26/2025
482;MAQUIM COMÉRCIO DE EQUIPAMENTOS ELETRO-ELETRÔNICOS LTDA;18590;00001;Pontuacao;07/01/2013;05/10/2023
157;cprinter informatica e comercio ltda epp;11391;00001;Pontuacao;07/02/2013;05/11/2023
118;BIRD SOLUTION LTDA;11983;00001;Pontuacao;07/02/2013;05/11/2023
102;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;6689;00003;Pontuacao;07/01/2013;06/29/2023
117;DISTRIFILM COMERCIAL LTDA;3682;00001;Pontuacao;07/02/2013;05/11/2023
376;TECMACH LOCAÇÃO DE BENS MOVEIS E SERVIÇOS;446;00001;Pontuacao;07/02/2013;05/11/2023
254;TELDATA INFORMÁTICA E TELECOMUNICAÇÕES LTDA.;1232;00009;Pontuacao;07/01/2013;12/25/2025
167;RMTJ IMPRESSOES LTDA;5433;00009;Pontuacao;07/02/2013;12/26/2025
181;Equipa Máquinas e Utensílios para Escritórios Ltda;837;00001;Pontuacao;07/02/2013;05/11/2023
118;BIRD SOLUTION LTDA;4893;00001;Pontuacao;07/02/2013;05/11/2023
164;PRINTER FACILITIES LOCAÇÃO DE EQUIPAMENTOS PARA ESCRITÓRIO LTDA;2987;00001;Pontuacao;07/02/2013;05/11/2023
424;COMAVI COMÉRCIO DE MÁQUINAS E VISUAIS LTDA;3043;00001;Pontuacao;07/02/2013;05/11/2023
167;RMTJ IMPRESSOES LTDA;10477;00009;Pontuacao;07/02/2013;12/26/2025
135;BELOCOPY COMERCIO DE EQUIPAMENTOS REPROGRAFICOS LTDA;13388;00001;Pontuacao;08/01/2013;06/10/2023
117;DISTRIFILM COMERCIAL LTDA;3256;00001;Pontuacao;07/02/2013;05/11/2023
376;TECMACH LOCAÇÃO DE BENS MOVEIS E SERVIÇOS;2322;00001;Pontuacao;08/01/2013;06/10/2023
199;copylink equipamentos para escritorio ltda;2809;00003;Pontuacao;07/01/2013;06/29/2023
244;Forprint Com. e Serv. de Informática Ltda.;799;00014;Pontuacao;07/02/2013;06/14/2024
157;cprinter informatica e comercio ltda epp;7245;00001;Pontuacao;07/02/2013;05/11/2023
442;PRINT COPY EQUIPAMENTOS E SERVIÇOS LTDA;9842;00005;Pontuacao;07/01/2013;06/04/2022
118;BIRD SOLUTION LTDA;2580;00001;Pontuacao;07/02/2013;05/11/2023
174;Klima Campinas Tecnologia Ltda;4396;00001;Pontuacao;08/01/2013;06/10/2023
167;RMTJ IMPRESSOES LTDA;10219;00009;Pontuacao;07/02/2013;12/26/2025
482;MAQUIM COMÉRCIO DE EQUIPAMENTOS ELETRO-ELETRÔNICOS LTDA;3722;00001;Pontuacao;08/01/2013;06/10/2023
371;COPFAC MAQUINAS LTDA;11227;00001;Pontuacao;08/01/2013;06/10/2023
271;MBM PRODUTOS DE ESCRITORIO E INFORMATICA LTDA;14795;00005;Pontuacao;08/07/2013;07/11/2022
323;SOLUTION AUTOMAÇAÕ EMPRESARIAL LTDA;2927;00001;Pontuacao;07/02/2013;05/11/2023
